Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
5936;Administrative region;Shan, Myanmar (Burma);21.15672,97.57348;;;Special Region 2, Shan State
5937;Approximate location;Mongla, Myanmar (Burma);21.66944,100.01639;;;
5938;Administrative region;Mongla, Myanmar (Burma);21.66944,100.01639;;;
5939;Exact location;Troshcha, Zhytomyrs'ka oblast, Ukraine, 13260;49.90778,28.08764;;;One of the lands leased by the Company. Cadastral number 1825887800:03:000:0017 .Size - 1.3026  ha. Owner - Private. The date of state registration - 02.11.2020. Leasing fee 679931 hrn. approximate value estimation - 32537.64 hrn
5939;Exact location;Haliivka, Zhytomyrs'ka oblast, Ukraine, 13251;49.9209,28.18556;;;One of the lands leased by the Company. Cadastral number 1825881700:03:000:0021.Size - 6.52  ha. Owner - Private. The date of state registration - 16.09.2019.
5939;Exact location;Бурківці, Житомирська область, Україна, 13261;49.8794,28.04764;;;One of the lands leased by the Company. Cadastral number 1825881200:05:000:0369 .Size - 3.1621  ha. Owner - Private. The date of state registration - 13.11.2017.
5939;Exact location;Іванопіль, Житомирська область, Україна, 13254;49.86174,28.20957;;;One of the lands leased by the Company. Cadastral number 1825855600:08:000:0663.Size - 3.0077  ha. Owner - Private. The date of state registration - 06.11.2019
5939;Exact location;Мала Волиця, Житомирська область, Україна, 13250;49.9003,28.20038;;;One of the lands leased by the Company. Cadastral number 1825885200:06:000:0205 .Size - 2.20506  ha. Owner - Private. The date of state registration - 18.01.2021. Leasing fee 895455 hrn
5940;Administrative region;Petrivs'ke, Kharkiv Oblast, Ukraine, 64282;49.1712,36.88978;;;
5940;Administrative region;Zavhorodnie, Petrivs'ke, Kharkiv Oblast, Ukraine, 64282;49.1894,36.91803;;;
5941;Administrative region;Ploske, Kharkiv Oblast, Ukraine, 62607;50.04379,37.34602;;;
5942;Administrative region;Barvinkove, Kharkiv Oblast, Ukraine, 64700;48.90147,37.01814;;;One of the land leased by the Company. Cadastral number 6320480500:05:000:0499. Size -9.3872 ha. Owner - Private. The date of state registration - 24.01.2020. Monetary valuation of the Land - 258 768.68 hryven (dated by 08.02.2019) - |source -Public Cadastral Map|
5944;Administrative region;Barvinkove, Kharkiv Oblast, Ukraine, 64700;48.90147,37.01814;;;
5944;Administrative region;Blyznyuky, Kharkiv Oblast, Ukraine;48.85682,36.54999;;;
5944;Administrative region;Batiushky, Kharkiv Oblast, Ukraine, 64801;48.86969,36.53469;;;
5944;Administrative region;Sadove, Kharkiv Oblast, Ukraine, 64809;48.82795,36.58119;;;
5965;Administrative region;Podorozhnje, Kirovohrads'ka oblast, Ukraine, 27522;49.04931,33.06314;;;
5966;Administrative region;Kulykivka, Chernihivs'ka oblast, Ukraine, 16300;51.37308,31.64519;;;
5969;Administrative region;Zasullya, Sums'ka oblast, Ukraine, 42107;50.84673,33.89045;;;
5970;Administrative region;Chervona Sloboda, Sums'ka oblast, Ukraine, 41709;51.22359,33.86476;;;
5971;Administrative region;Hlukhiv, Sums'ka oblast, Ukraine;51.67088,33.90789;;;
5971;Administrative region;Shostka, Sums'ka oblast, Ukraine, 41100;51.8757,33.49662;;;
5971;Administrative region;Chapliivka, Sums'ka oblast, Ukraine, 41143;51.71508,33.2092;;;
5976;Administrative region;Lashio, Myanmar (Burma);22.96646,97.75254;;;"Northern Shan State
(Lashio, Tang yang, Tar Moe Nye, Theinni, Muse, Mai Yeh, and Kutkai)"
5991;Administrative region;Al Dabbah, Sudan;18.05247,30.94981;;;6000ha in Al Dabbah
5998;Administrative region;Provincia de Alajuela, San Carlos, Costa Rica;10.65903,-84.3542;;;
5999;Administrative region;Den'hy, Cherkas'ka oblast, Ukraine, 19770;49.60668,32.1615;;;
5999;Administrative region;Blahodatne, Cherkas'ka oblast, Ukraine, 19774;49.5569,32.0932;;;
5999;Administrative region;Krut'ky, Cherkas'ka oblast, Ukraine, 19932;49.56201,32.21389;;;
5999;Administrative region;Mel'nyky, Cherkas'ka oblast, Ukraine, 20933;49.16202,32.31676;;;
5999;Administrative region;Velyki Kanivtsi, Cherkas'ka oblast, Ukraine, 19930;49.59261,32.35263;;;
5999;Administrative region;Mali Kanivtsi, Cherkas'ka oblast, Ukraine, 19931;49.63661,32.33924;;;
5999;Administrative region;Kropyvna, Cherkas'ka oblast, Ukraine, 19763;49.64182,32.17644;;;
5999;Administrative region;Chornobai, Cherkas'ka oblast, Ukraine, 19900;49.66046,32.34488;;;
6001;Administrative region;Lunsar, Sierra Leone;8.68813,-12.53554;;;Company plantations and outgrowers
6001;Administrative region;Masiaka, Sierra Leone;8.48972,-12.75661;;;Outgrowers
6002;Administrative region;Onopriivka, Cherkas'ka oblast, Ukraine, 20412;49.01625,30.67312;;;
6002;Administrative region;Antonivka, Cherkas'ka oblast, Ukraine, 20653;48.82526,31.3473;;;
6002;Administrative region;Laschova, Lashchova, Cherkas'ka oblast, Ukraine, 20415;48.94648,30.62654;;;
6007;Administrative region;Nova Obodivka, Vinnyts'ka oblast, Ukraine, 24357;48.41187,29.2432;;;
6019;Administrative region;Shpola, Cherkas'ka oblast, Ukraine;48.99694,31.40224;;;
6019;Administrative region;Syhnaivka, Cherkas'ka oblast, Ukraine, 20615;49.05898,31.48369;;;
6020;Administrative region;Brăila, Romania;45.26525,27.95947;;;
6021;Administrative region;Kisumu, Kenya;-0.0917,34.76796;;;Siany Okana Farm in Kisumu County  Kenya
6036;Administrative region;Vendychany, Vinnyts'ka oblast, Ukraine, 24032;48.6184,27.8023;;;
6042;Administrative region;Buzhanka, Cherkas'ka oblast, Ukraine, 19333;49.23706,30.73745;;;
6042;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
6043;Administrative region;Luka, Kyivs'ka oblast, Ukraine, 08114;50.36901,30.16928;;;
6045;Administrative region;Smil'chyntsi, Cherkas'ka oblast, Ukraine;49.19131,30.83582;;;
6045;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
6046;Administrative region;Smil'chyntsi, Cherkas'ka oblast, Ukraine;49.19131,30.83582;;;
6046;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
6048;Administrative region;Kwale, Kenya;-4.18161,39.46056;;;South coast of Kenya
6049;Administrative region;Kryklyvets', Vinnyts'ka oblast, Ukraine, 24641;48.32187,28.97845;;;
6049;Administrative region;Zelenyanka, Vinnyts'ka oblast, Ukraine, 24626;48.34589,28.87606;;;
6049;Administrative region;Krasnosilka, Vinnyts'ka oblast, Ukraine, 24421;48.50251,29.62149;;;
6053;Administrative region;Dzhuryn, Vinnyts'ka oblast, Ukraine, 23545;48.68263,28.28921;;;
6054;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
6056;Administrative region;Kosyakivka, Kyivs'ka oblast, Ukraine, 09552;49.36101,30.55762;;;
6060;Administrative region;Moivka, Vinnyts'ka oblast, Ukraine, 24133;48.46179,28.22106;;;
6060;Administrative region;Mazurivka, Vinnyts'ka oblast, Ukraine, 24106;48.53729,28.14102;;;
6060;Administrative region;Sokil, Vinnyts'ka oblast, Ukraine, 24124;48.48268,28.16288;;;
6060;Administrative region;Chernivtsi, Vinnyts'ka oblast, Ukraine, 24100;48.54048,28.10855;;;
6061;Administrative region;Znamianka, Odessa Oblast, Ukraine, 67211;47.017,30.29563;;;
6063;Administrative region;Kherson, Khersons'ka oblast, Ukraine, 73009;46.63542,32.61687;;;
6064;Administrative region;Rymarivka, Odessa Oblast, Ukraine, 67952;47.34078,29.42102;;;
6065;Administrative region;Sakhans'ke, Odessa Oblast, Ukraine, 66842;47.26984,30.03223;;;
6069;Administrative region;Tymoshivka, Cherkas'ka oblast, Ukraine, 20815;48.9686,32.07074;;;
6071;Administrative region;Proskurivka, Khmel'nyts'ka oblast, Ukraine, 32164;49.02396,27.01106;;;
6072;Administrative region;Antonivka, Odessa Oblast, Ukraine, 67432;46.77018,30.09837;;;
6073;Administrative region;Rohy, Cherkas'ka oblast, Ukraine, 20145;48.87219,30.44446;;;
6076;Administrative region;Demky, Cherkas'ka oblast, Ukraine, 19822;50.07689,31.93043;;;
6078;Administrative region;Martynivka, Khmel'nyts'ka oblast, Ukraine, 31310;49.47695,26.77637;;;
6078;Administrative region;Krasnohirka, Zhytomyrs'ka oblast, Ukraine, 13230;50.00919,28.01377;;;
6078;Administrative region;Ivky, Khmel'nyts'ka oblast, Ukraine, 31424;49.64914,27.57115;;;
6078;Administrative region;Yurivka, Zhytomyrs'ka oblast, Ukraine, 13106;49.94146,27.78332;;;
6079;Exact location;Lykholitky, Chernihivs'ka oblast, Ukraine, 17000;50.94493,31.14596;;;
6079;Exact location;Olenivka, Chernihivs'ka oblast, Ukraine, 16441;51.25501,32.30118;;;
6084;Administrative region;Korshachyna, Sums'ka oblast, Ukraine, 41852;51.01715,34.4958;;;
6084;Administrative region;Serhiivka, Sums'ka oblast, Ukraine, 41843;51.05724,34.10072;;;
6085;Administrative region;Bilopillya, Sums'ka oblast, Ukraine, 41800;51.1494,34.31752;;;
6086;Exact location;Novi Vyrky, Sums'ka oblast, Ukraine, 41817;51.22024,34.1713;;;
6087;Approximate location;Moskalenky, Sums'ka oblast, Ukraine, 41841;51.06806,34.25512;;;
6087;Administrative region;Bilopillya, Sums'ka oblast, Ukraine, 41800;51.1494,34.31752;;;
6088;Administrative region;Monastyryshche, Cherkas'ka oblast, Ukraine;48.99654,29.79993;;;
6089;Administrative region;Berezivka, Vinnyts'ka oblast, Ukraine, 22845;48.93485,28.87864;;;
6089;Exact location;Ternivka, Vinnyts'ka oblast, Ukraine, 24443;48.53728,29.97159;;;
6090;Administrative region;Orativ, Vinnyts'ka oblast, Ukraine, 22600;49.19409,29.53094;;;
6090;Exact location;Chahiv, Vinnyts'ka oblast, Ukraine, 22635;49.21585,29.329;;;
6091;Administrative region;Tyvriv, Vinnyts'ka oblast, Ukraine, 23300;49.01301,28.50422;;;
6092;Administrative region;Srpska Crnja, Serbia;45.73333,20.66931;;;
6093;Administrative region;Zboriv, Ternopil's'ka oblast, Ukraine, 47201;49.6607,25.14347;;;
6093;Administrative region;Zbarazh, Ternopil's'ka oblast, Ukraine, 47300;49.66698,25.77231;;;
6093;Administrative region;Ternopil, Ternopil's'ka oblast, Ukraine, 46001;49.55352,25.59477;;;
6094;Administrative region;Teleorman County, Romania;44.01605,25.29866;;;
6094;Administrative region;Conțești 147085, Romania;43.79298,25.49299;;;
6096;Approximate location;Petris, Romania;46.09269,22.38089;;;
6097;Approximate location;Giulvăz 307225, Romania;45.54651,20.99018;;;
6098;Administrative region;Caraș-Severin County, Romania;45.11396,22.0741;;;
6099;Country;Bulgaria;42.73388,25.48583;;;
6100;Administrative region;Pravdinsk, Kaliningrad Oblast, Russia, 238400;54.44131,21.01198;;;
6100;Administrative region;Guryevsk, Kaliningrad Oblast, Russia, 238300;54.78012,20.6099;;;
6101;Exact location;Yelkhovka, Nizhny Novgorod Oblast, Russia, 606380;55.58536,44.29143;;Pig farm;
6101;Administrative region;Bolshemurashkinsky District, Nizhny Novgorod Oblast, Russia;55.86056,44.75703;;;
6101;Approximate location;Вад, Нижньогородська область, Росія;55.53019,44.20214;;;
6102;Administrative region;Penza, Penza Oblast, Russia;53.22729,45.0;;;
6104;Exact location;Spodakhy, Vinnyts'ka oblast, Ukraine, 22812;49.04053,28.87899;;;
6104;Exact location;Ometyntsi, Vinnyts'ka oblast, Ukraine, 22862;48.96932,29.10844;;;
6106;Approximate location;Camanongue, Angola;-11.44052,20.16706;;;located 20 kilometers from the municipal headquarters of Camanongue (Moxico). at the confluence of the Cassai and Luxia rivers
6110;Administrative region;Zaire Province, Angola;-6.26493,14.23433;;;
6112;Administrative region;Vinnytsia, Vinnyts'ka oblast, Ukraine, 21000;49.23308,28.46822;;;
6113;Exact location;Serbynivtsi, Vinnyts'ka oblast, Ukraine, 23122;49.09056,27.9234;;;
6113;Exact location;Telelyntsi, Vinnyts'ka oblast, Ukraine, 23152;48.91733,28.00025;;;
6114;Exact location;Krasne, Vinnyts'ka oblast, Ukraine, 23342;48.91526,28.40409;;;
6115;Exact location;Nosykivka, Vinnyts'ka oblast, Ukraine, 23513;48.80981,28.05637;;;
6116;Administrative region;Martynivka, Cherkas'ka oblast, Ukraine, 19041;49.62862,31.29144;;;"Size (1 land plot)  - 3.883 ha
Cadastral number (territory of one land plot) - 7122084700:01:001:0327
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Exact location;Kopiyuvate, Cherkas'ka oblast, Ukraine;49.65701,31.19187;;;"Size (1 land plot)  - 5.2176 ha
Cadastral number (territory of one land plot) - 7122083500:01:001:0317
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Administrative region;Polstvyn, Cherkas'ka oblast, Ukraine, 19033;49.65731,31.34641;;;"Size (1 land plot)  - 3.1648 ha
Cadastral number (territory of one land plot) - 7122086200:01:001:0235
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Exact location;Kononcha, Cherkas'ka oblast, Ukraine, 19034;49.64727,31.4689;;;"Size (1 land plot)  - 1.3182 ha
Cadastral number (territory of one land plot) - 7122083100:01:001:0270
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Exact location;Stepantsi, Cherkas'ka oblast, Ukraine, 19031;49.7052,31.29518;;;"Size (1 land plot)  - 2.9632 ha
Cadastral number (territory of one land plot) -7122087800:01:002:0085
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Exact location;Kozarivka, Cherkas'ka oblast, Ukraine, 19016;49.76187,31.25708;;;"Size (1 land plot)  - 2.6277 ha
Cadastral number (territory of one land plot) -7122082700:01:001:1050
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Exact location;Tahancha, Cherkas'ka oblast, Ukraine, 19052;49.56432,31.26118;;;"Size (1 land plot)  - 2.41 ha
Cadastral number (territory of one land plot) -7122088200:01:001:0593
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Exact location;Литвинец, Черкасская область, Украина, 19030;49.74896,31.36146;;;"Size (1 land plot)  - 4.1858 ha
Cadastral number (territory of one land plot) -7122084300:01:001:0860
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6116;Exact location;Mel'nyky, Cherkas'ka oblast, Ukraine, 19043;49.54372,31.23586;;;"Size (1 land plot)  - 2.1732 ha
Cadastral number (territory of one land plot) -7122085400:01:001:0221
Overall land bank of AF Zapovit Shevchenka - 12 000 ha"
6120;Administrative region;Ivanivka, Kyivs'ka oblast, Ukraine, 09412;49.46024,30.14216;;;
6120;Exact location;Oliinykova-Sloboda, Kyivs'ka oblast, Ukraine;49.88636,30.31892;;;
6121;Administrative region;Sydory, Kyivs'ka oblast, Ukraine, 09131;49.93104,29.9857;;;
6121;Administrative region;Pryvitiv, Zhytomyrs'ka oblast, Ukraine, 13110;50.04631,27.79136;;;
6121;Administrative region;Ul'vivok, Lviv Oblast, Ukraine;50.55085,24.28985;;;
6121;Administrative region;Stara Synyavka, Khmel'nyts'ka oblast, Ukraine;49.5966,27.62517;;;
6122;Administrative region;Buzău, Romania;45.13711,26.81711;;;
6122;Administrative region;Galați, Romania;45.43532,28.00799;;;
6122;Administrative region;Vaslui, Romania;46.64069,27.72765;;;
6122;Administrative region;Covasna County, Romania;45.94263,25.8919;;;
6122;Administrative region;Mehedinți County, Romania;44.55151,22.90442;;;
6122;Administrative region;Prahova, Romania;45.08919,26.08293;;;
6122;Administrative region;Argeș County, Romania;45.07225,24.81427;;;
6163;Approximate location;Ta Veng, Cambodia;14.04612,107.10858;;;
6163;Approximate location;Andoung Meas, Cambodia;13.86729,107.29767;;;
6203;Approximate location;Damrei Phong, Cambodia;12.20069,106.14368;;;
6203;Approximate location;Prek Saman, Kratie, Cambodia;;;;
6203;Approximate location;Svay Chreah, Cambodia;12.30302,106.3009;;;
6240;Approximate location;Lamas, Perú;-6.42431,-76.50836;;;Second Auction. Olmos Project
6245;Coordinates;;15.51425,106.01931;DAKLAORUCO Farm 2 and 4;;"Farm 2: Ban Vang Kha Nan, Lao Ngam, Salavan Province, Lao PDR
Farm 4: Noong Ke, Lao Ngam, Salavan Province, Lao PDR"
6245;Coordinates;;15.09355,105.94935;DAKLAORUCO Farm 1;;Farm 1: Ban May, Bachieng, Champassak Province, Lao PDR
6245;Coordinates;;14.96009,105.96703;DAKLAORUCO Farm 3;;Farm 3: Ban Noong Pak Het, Pathumpone, Champasak Province, Lao PDR
6316;Approximate location;Snoul, Kratie;12.17191,106.80667;;;
6339;Approximate location;Stoung, Cambodia;12.94111,104.56844;;;
6346;Exact location;Phou Phiamay, Laos;15.29727,106.3534;Kongtoun Estate;;
6346;Exact location;Xe Pian, Laos;15.11411,106.24146;Phetlamka Estate;;
6346;Exact location;Ban Tôm, Laos;15.21874,106.38183;Thevada Estate;;
6346;Exact location;Ban Nong Met, Laos;15.15409,106.5523;Xekatam Estate;;
6350;Exact location;Xethamouak, Laos;16.59135,105.92693;;;Concession spread over 3 ditricts. Points is located in the most intensively used area
6513;Coordinates;;18.4328,103.1653;Nam Mang 1 Hydropower Plant;about 12 km far from Bolikhamsai Thabok town and about 105 km far from Vientiane Capital.;Nam Mang 1 Hydropower Project is located in Bolikhamsai Province, central Lao PDR about 12 km from Thabok town.
6518;Coordinates;;15.375,107.407;Xekaman 3 Hydropower Plant;about 10km (as crow flies) far from Vietnam - Lao Border (Nam Giang - Dak Ta Ooc Border Gates).;located on Nam Pagnou River, the main tributary of Xekaman river, Dak Cheung district, Sekong province, Lao PDR.
6523;Coordinates;;18.61932,102.38716;Nam Lik 1 hydropower plant;Nam Lik 1 Hydropower Project is located 90 km north of Vientiane in Hinheup district , downstream from the Nam Lik 1-2 dam and 9.6 km downstream of the Hin Heup Bridge on National Road 13.;Phonhong district, Vientiane province
6525;Coordinates;;19.11098,102.75425;Nam Phay hydropower plant;About 249 km from Vientiane.;Longchaeng district of Xaysomboun province, near Vientiane.
6536;Coordinates;;20.84005,100.63222;Nampha Hydropower plant;;Luang Namtha and Bokeo province
6546;Coordinates;Laos;18.7489,102.77591;Nam Ngum 2 dam;;"35km north-east of the downstream Nam Ngum 1 dam located in Vientiane province; riughly 90 km from Vientianne"
6548;Administrative region;Thakhek, Laos;17.40052,104.80661;Thakhek Dream World City;;This project is located within the Thakek Specific Economic Zone (TSEZ).
6549;Administrative region;Attapeu, Laos;14.81937,106.82079;;;In Attapeu province
6562;Approximate location;Lumphat, Cambodia;13.48334,106.98013;;;
6591;Approximate location;Sekong, Laos;15.34439,106.71757;;;Dakcheung district in Xekong province
6591;Approximate location;Attapeu, Laos;14.81937,106.82079;;;Sanxay district in Attapeu province
6594;Approximate location;;20.34133,100.09607;;;Tonpheung district, Bokeo Province (at the 'golden triangle')
6598;Coordinates;;15.02478,106.60445;Xe-Pian Xe-Namnoy Power Company;;Attapeu province, Champassak province
6609;Approximate location;Беримівці, Тернопільська область, Україна, 47227;49.71784,25.20229;;;
6609;Approximate location;Ренів, Тернопільська область, Україна, 47284;49.76766,25.38635;;;
6609;Approximate location;Мильне, Тернопільська область, Україна, 47233;49.79747,25.47467;;;
6610;Approximate location;Забужжя, Львівська область, Україна, 80028;50.48348,24.26211;;;
6610;Administrative region;Вирів, Львівська область, Україна, 80441;49.98709,24.36633;;;
6610;Approximate location;Самбір, Львівська область, Україна, 81400;49.52071,23.20655;;;
6610;Approximate location;Радехів, Львівська область, Україна;50.28369,24.63451;;;
6610;Approximate location;Батятичі, Львівська область, Україна, 80423;50.10944,24.27607;;;
6610;Approximate location;Солянуватка, Львівська область, Україна, 82040;49.59244,22.78405;;;
6611;Approximate location;Перемога, Сумська область, Україна, 41460;51.54996,33.94093;;;
6611;Approximate location;Глухів, Сумська область, Україна;51.67088,33.90789;;;
6613;Approximate location;Перемиль, Волинська область, Україна;50.39685,25.16281;;;
6613;Approximate location;Лешнів, Львівська область, Україна, 80613;50.24287,25.08486;;;
6614;Exact location;Ladybrand, 9745, South Africa;-29.16682,27.44176;;;Land located near the agricultural towns of Ladybrand, also has properties in nearby neighbouring Thaba Nchu and Ficksburg
6615;Approximate location;Petrusburg, 9932, South Africa;-29.11913,25.41412;;;
6616;Administrative region;Лузький район, Ленінградська область, Росія;58.83241,29.91858;Farmland;;Approximately 2000 ha [2012] - 2349 [2014] - 2800 [2015]
6616;Approximate location;Тосно, Ленінградська область, Росія;59.54039,30.88967;;;Employees are from this village
6616;Approximate location;Нурма, Ленінградська область, Росія, 187029;59.55951,31.02448;;;Employees are from this village
6616;Administrative region;Псковська область, Росія;56.77086,29.09401;;;Farmland in this region. Approximately - 6000 ha - link https://agri-news.ru/zhurnal/2018/32018/apk-leningradskoj-oblasti/tatyana-sharyigina-nam-est-kuda-rasti.html
6617;Administrative region;Михайловка, Приморский край, Росія, 692651;43.92894,132.01107;;;
6618;Approximate location;Пардіна 827180, Румунія;45.30894,28.95802;;;
6620;Exact location;Komenda, Ghana;5.06673,-1.5011;;;"
"
6621;Administrative region;Malindi, Kenya;-3.21919,40.11689;;;Galana, Kilifi County
6624;Approximate location;Шнирів, Львівська область, Україна, 80620;50.17916,25.17058;;;
6626;Approximate location;Квітневе, Рівненська область, Україна, 35629;50.4842,26.06565;;;
6628;Approximate location;Горинка, Тернопільська область, Україна, 47042;49.98902,25.77662;;;
6629;Approximate location;Великі Дедеркали, Тернопільська область, Україна, 47144;50.0278,26.1196;;;
6629;Approximate location;Малі Дедеркали, Тернопільська область, Україна, 47173;50.0426,26.1096;;;
6632;Exact location;Волиця-Керекешина, Хмельницька область, Україна, 31121;49.81834,27.10768;;;One of the land leased by the Company. Cadastral number 6824282100:03:020:0001 . Size - 72.7871 ha. Owner - State. The date of state registration - 07.08.2017
6632;Approximate location;Драчі, Хмельницька область, Україна, 31111;49.9076,27.02718;;;
6632;Exact location;Городнявка, Хмельницька область, Україна, 30413;50.29685,27.26989;;;One of the land leased by the Company. Cadastral number 6825582600:07:021:0305 . Size - 1.3815 ha. Owner - private. The date of state registration - 26.05.2014
6632;Exact location;Велика Калинівка, Хмельницька область, Україна, 31312;49.5264,26.92368;;;One of the land leased by the Company. Cadastral number 6823682000:04:003:0031. Size - 3.0217 ha. Owner - private. The date of state registration - 08.09.2020
6634;Approximate location;Голосків, Хмельницька область, Україна, 31535;49.38699,27.3498;;;
6635;Approximate location;Сербинівка, Хмельницька область, Україна, 31144;49.80246,27.57089;;;
6636;Approximate location;Снітівка, Хмельницька область, Україна, 31543;49.33079,27.52608;;;
6637;Approximate location;Радівці, Хмельницька область, Україна, 32235;49.17119,27.71943;;;
6637;Approximate location;Деражнянський район, Хмельницька область, Україна;49.21645,27.49156;;;
6638;Approximate location;Васьківці, Хмельницька область, Україна, 30302;50.09602,26.793;;;
6638;Approximate location;Яблунівка, Хмельницька область, Україна, 30087;50.3925,27.2221;;;
6638;Approximate location;Женишківці, Хмельницька область, Україна, 32524;49.10397,27.38703;;;
6638;Approximate location;Віньковецький район, Хмельницька область, Україна;49.00991,27.27537;;;
6639;Approximate location;Яблунівка, Хмельницька область, Україна, 30087;50.3925,27.2221;;;
6639;Approximate location;Новосілка, Хмельницька область, Україна, 32044;49.22476,26.52253;;;
6640;Approximate location;Слобідка-Охрімовецька, Хмельницька область, Україна, 32523;49.09919,27.25642;;;
6641;Approximate location;Песець, Хмельницька область, Україна, 32625;48.77882,27.19122;;;
6645;Approximate location;Кельменці, Чернівецька область, Україна;48.44351,26.84213;;;
6646;Approximate location;Муровані Курилівці, Вінницька область, Україна, 23400;48.71673,27.51786;;;
6646;Approximate location;Конищів, Вінницька область, Україна, 23410;48.88204,27.49278;;;
6646;Exact location;Жван, Вінницька область, Україна, 23424;48.61277,27.47994;;;
6646;Approximate location;Бахтин, Вінницька область, Україна, 23412;48.81222,27.48429;;;
6646;Approximate location;Долиняни, Вінницька область, Україна, 23415;48.82244,27.58669;;;
6647;Approximate location;Плебанівка, Вінницька область, Україна, 23510;48.79601,28.00546;;;
6648;Approximate location;Ялтушків, Вінницька область, Україна, 23021;48.99228,27.50332;;;
6650;Approximate location;Миропіль, Житомирська область, Україна, 13033;50.10689,27.70777;;;
6650;Approximate location;Полонський район, Хмельницька область, Україна;50.01769,27.4606;;;
6651;Approximate location;Коростишівський район, Житомирська область, Україна;50.29497,29.11497;;;
6651;Approximate location;Теснівка, Житомирська область, Україна, 12515;50.37748,29.02425;;;
6651;Approximate location;Кам'яний Брід, Житомирська область, Україна, 12720;50.41617,27.8387;land;;775 ha of land
6651;Approximate location;Глибочиця, Житомирська область, Україна, 12403;50.28176,28.78089;;;
6656;Approximate location;Новий Корогод, Київська обл., Україна, 07843;50.59219,29.79234;;;
6657;Approximate location;Носівка, Чернігівська область, Україна, 17101;50.93743,31.58752;;;
6657;Approximate location;Мрин, Чернігівська область, Україна, 17113;51.04987,31.55056;;;
6658;Approximate location;Вертіївка, Чернігівська область, Україна, 16625;51.16666,31.84662;;;
6658;Approximate location;Кропивне, Чернігівська область, Україна, 16574;50.90178,32.84319;;;
6659;Approximate location;Гайворон, Чернігівська область, Україна, 16563;50.98524,32.91175;;;
6660;Approximate location;Савинки, Чернігівська область, Україна, 15360;51.75627,32.45596;;;
6661;Approximate location;Коростень, Житомирська область, Україна, 11500;50.95321,28.64575;;;
6662;Approximate location;Семенівка, Чернігівська область, Україна, 15401;52.18146,32.58399;;;
6662;Approximate location;Янжулівка, Чернігівська область, Україна, 15412;52.29257,32.55646;;;
6662;Approximate location;Миколаївка, Чернігівська область, Україна, 17560;50.62084,31.92186;;;
6663;Approximate location;Сопич, Сумська область, Україна, 41412;51.84847,34.35722;;;
6668;Approximate location;Князівка, Сумська область, Україна, 41543;51.32215,33.95225;;;"Cadastral number - 5923885800:01:004:0137; Size - 5.349 ha; Owner - Private."
6668;Approximate location;Мінакове, Сумська область, Україна, 41543;51.32006,33.92252;;;"Cadastral number - 5923885800:03:001:0010; Size - 5.261 ha; Owner - private"
6668;Coordinates;Нова Слобода, Сумська область, Україна, 41530;51.37477,34.13013;;;"Cadastral number - 5923885400:04:002:0075; Size - 46,6856 ha, Owner - State."
6669;Approximate location;Ворожба, Сумська область, Україна, 41811;51.16338,34.25081;;;
6670;Approximate location;Рясне, Сумська область, Україна, 42452;50.69171,35.39504;;;
6671;Approximate location;Шахворостівка, Полтавська область, Україна, 37653;49.99695,33.49169;;;
6671;Approximate location;Любівщина, Полтавська область, Україна, 37602;49.98587,33.55663;;;
6671;Approximate location;Ромодан, Полтавська область, Україна, 37651;49.99164,33.33035;;;1500 ha
6671;Approximate location;Зуївці, Полтавська область, Україна, 37630;50.18096,33.76105;;;127
6671;Approximate location;Клюшники, Полтавська область, Україна, 38762;49.52375,34.64008;;;1500 ha
6672;Approximate location;Кобзарівка, Харківська область, Україна, 63044;49.79193,35.67014;;;
6672;Approximate location;Сніжків, Харківська область, Україна;49.79446,35.51371;;;
6673;Approximate location;Миколо-Комишувата, Харківська область, Україна, 63310;49.64283,35.49647;;;
6674;Approximate location;Станичне, Харківська область, Україна;49.63583,35.73098;;;
6674;Approximate location;Старовірівка, Харківська область, Україна, 63253;49.54573,35.73809;;;
6675;Approximate location;Верхня Орілька, Харківська область, Україна, 64133;49.31558,36.03947;;;
6675;Approximate location;Грушине, Харківська область, Україна, 64131;49.36613,36.154;;;
6675;Approximate location;Павлівка, Харківська область, Україна, 62133;50.15312,35.44438;;;
6675;Approximate location;Лозова, Харківська область, Україна;48.89024,36.308;;;
6675;Approximate location;Парасковія, Харківська область, Україна, 64023;49.36071,35.94621;;;
6676;Approximate location;Перемога, Харківська область, Україна, 62422;50.1096,36.65906;;;
6677;Approximate location;Алісівка, Харківська область, Україна, 64811;48.99058,36.67601;;;
