Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
39;Yes;transnational;7955.00;Cambodia;7955.00;0.0;Concluded (Contract signed);In operation (production);;Fortuna Plantation (Cambodia) Limited#37#;;2011#current#7955.0;;;#current##Agriculture unspecified;Oil Palm and Jatropha Plantation;Concession;;2009#current#Concluded (Contract signed);;2011#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34818;Unknown (Fortuna Plantation (Cambodia) Limited);Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;#current####Cassava (Maniok), Corn (Maize), Jatropha, Oil Palm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
40;Yes;transnational;333.00;Cambodia;333.00;0.0;Concluded (Oral Agreement);Startup phase (no production);2021-01-20T03:25:18.071355+00:00;CityStar#2290#;;2008#current#333.0;;;#current##Tourism, Other;Real estate development;Lease;;#current#Concluded (Oral Agreement);Year unknown;#current#Startup phase (no production);CityStar launches the construction of a resort on the KohRussey island comprising an Alila-branded hotel and a villa program, opening forecasted for 2016.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38454;Unknown (CityStar);Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;There no new materials or sources showing any updates on the deal bu the company website of City Star shows the ownership of land in the island and the copyright for the website is dated for 2015;No;;
42;Yes;transnational;4821.00;Cambodia;4821.00;1001.00;Concluded (Contract signed);Project abandoned;2018-12-26T08:26:46.687954+00:00;Unknown (158538)#2356#|Unknown (158539)#2357#;;2005##5000.0|2014-08-06#current#4821.0;2007#current#1001.0;"The elc given to the company was downsized by 179.3459 hectares (in the source given there is a link to the document that stated the excise in land but it is in the local language)
https://opendevelopmentcambodia.net/profiles/economic-land-concessions/?feature_id=elc_gdc_10";#current##Food crops, Livestock, Timber plantation;Unspecified crops, Animal husbandry and Processing plant;Lease;;2005#current#Concluded (Contract signed);;2007##In operation (production)|#current#Project abandoned;"Developer land plan use: year 1: 1,000 hectares; year 2: 1500 hectares, year 3: 1,500 hectares; year 4: 1,000 hectares. Looking at spatial mapping, it can be seen that this project is abandoned beteen 2015-2019.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34820;GG World Group (Cambodia) Development Co., Ltd;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Cashew, Teak, Food crops (unspecified);;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;;;;;;;No;;
43;Yes;transnational;9800.00;Cambodia;9800.00;0.0;Concluded (Contract signed);Project abandoned;2021-01-20T03:52:08.743183+00:00;Unknown#3186#;;2006#current#9800.0;;The size of the land concession to Global Agriculture Development in Sambo District, Kratie is only 7,501according to the profile of Kratie by the Council for the Development of Cambodia;#current##Timber plantation;;Lease;Concession is partly subcontracted;2006#current#Concluded (Contract signed);There are rumors that the concession was cancelled, but these rumors are not confirmed.;2006##Startup phase (no production)|2012#current#Project abandoned;"
";;;;;;;;;;According to the contract the leasing fees is dependent on the annual concessionary land rate determined by the state bu they have to pay a deposit of one dollar per hectare after the signing of the contract and this will be returned to the investor after the complete cultivation of the land as stated in their annual plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;34821;Global Agricultural Development (Cambodia) Limited;Cambodia;Private company;;;;;Phnong#Mil#;;;;Not consulted;;Rejection;The company was allegedly burning field to grow a teak plantation in Chang Hob village, Khbal Dom Rey commune, Sambo district, Kratie province. The company refused to compensate the farmer after he had reportedly demanded 3 million Riel (USD 770) in compensation. No government assistance in settling the dispute and have denied the victim any possibility of redress by avoiding the situation.;Yes;A report on the human rights violations is summarized in the appeal letter of the Asian Human Rights Commission;Yes;;;;;;;In an appeal letter made by the Asian Human Rights Commission, out of the total 9,800 ha given to the investor, 1,138 ha of agricultural lands are from O Kriang commune and 1,148 ha are from 1,148 from Khbal Dom Ray commune.;Socio-economic|Eviction|Displacement;In an appeal letter made by the Asian Human Rights Commission, out of the total 9,800 ha given to the investor, 1,138 ha of agricultural lands are from O Kriang commune and 1,148 ha are from 1,148 from Khbal Dom Ray commune.;;;;;;;;Private (smallholders)|Community;;Smallholder agriculture|Pastoralism|Forestry;;Cropland|Forest land;;#current####Accacia, Teak, Trees (unspecified);;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;;;;;;;No;;
46;Yes;transnational;4900.00;Cambodia;4900.00;0.0;Concluded (Contract signed);In operation (production);2021-01-20T07:15:07.812034+00:00;Golden Land Development Co., Ltd#44#;;2011#current#4900.0;;4900 ha for exploitation;#current##Food crops, Forestry unspecified, Industry;Agro-Industrial crops and construct processing factory.;Concession;;2004#current#Concluded (Contract signed);;2007#current#In operation (production);Cleared along border 46 Km, Cleared land 500 hectares, planted Eucalyptus 350 hectares, Mango 80 hectares and other crops 70 hectares and Ministry approved master plan November 2007;;;;;;;;;;;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;34824;Unknown (Golden Land Development Co., Ltd);Cambodia;Private company;;;;;;;;;Not consulted;;Mixed reaction;;;;Yes;;150;;;;;There are more than 150 families which own 1,600 hectares within the concession area.;Socio-economic|Eviction|Displacement;;;;;;;;;State|Private (smallholders);;Smallholder agriculture;;Cropland;;#current####Accacia, Cassava (Maniok), Corn (Maize), Eucalyptus, Mango;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;;;;;;;No;;
48;Yes;transnational;9854.00;Cambodia;9854.00;0.0;Concluded (Contract signed);In operation (production);2021-01-20T07:18:56.293958+00:00;Unknown (Grand Land Agricultural Development (Cambodia) Co. Ltd.)#41268#;;2011#current#9854.0;;;#current##Timber plantation;Agro-industrial crops;Concession;;2006-01-23#current#Concluded (Contract signed);"Signed the contract on 23 January 2006 with Ministry of Agriculture, Forestry, and
Fisheries

Record dated 10 February 2006 on the identification of border points and the
survey of concerning lands in the 9,854 hectares of concession land of GRAND
LAND AGRICULTURE DEVELOPMENT Co., Ltd for Trincomali wood and other
plantation crops.";2008#current#In operation (production);"Constructed 8 building for workers houses, Kitchen 1 building, processing factory 2 buildings and warehouse 1 building, Cleared for access road to land concession 800 meters. n Cleared along boundary 16 Km, Cleared for sowing field 5 hectares, Sowed Tectona Grandis (May Sak) 11,885.

In 2007, Company planted along main road 8,885 trees small road 10,631 trees and in the area 347 hectares.
In 2008, Ministry permitted for land clearance in 2008, zone 1 follow the master plan
In 2018, there is no evidence of land area adjustment";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34826;Grand Land Agricultural Development (Cambodia) Co Ltd;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Teak, Trees (unspecified);Indigenous trees as teak and trincomalee wood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
49;Yes;transnational;9603.00;Cambodia;9603.00;4825.00;Concluded (Contract signed);In operation (production);2021-01-20T07:49:19.322436+00:00;SRP International Group Ltd.#2346#|International Woodlands Company A/S#2348#;;2009##9820.0|#current#9603.0;2019-01-01#current#4825.0;;#current##Timber plantation;Maysak Plantation;Lease;;2009#current#Concluded (Contract signed);;#current#In operation (production);"December 2010: Grandis Timber conducts an Initial Environmental Social Impact Assessment and submit the Master Plan, both approved by the relevant authorities.
March 2013: Final demarcation of the ELC commences, and all areas occupied by existing land owners and people farming in the initial concession area are cut out and a process to assist people in obtaining full title is started. Grandis does not require any person to move off their existing land.
August 2015: After an extensive consultation period, State-Public Titles for 17 land parcels are issued.
August 2016: Sub-decree 175 is issued to permit the conversion of the land titles to State-Private (Hard Titles) and the final Certificates of Possession are issued to Grandis Timber";;;;;;;;;;;;;;;;;Yes;;800;;;;;;;;;;;;;;;;;;IWC through its Capricorn Forest Fund K/S, majority shareholder.;34827;Grandis Timber Ltd;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Health|Education;Economic;;;;;;;;#current####Teak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
50;Yes;transnational;6928.00;Cambodia;6928.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-20T08:10:53.347223+00:00;Unknown (158540)#2358#;;2011##8985.0|2014-03-12#current#6928.0;;;#current##Timber plantation;Pistacia Chinasis Bunge and other trees plantation. The fruit of the Pistacia Chinasis Bunge is not edible, but the tree is used for furniture production and sometimes for biofuel.;Concession;;2006-08-11#current#Concluded (Contract signed);"Signed the contract on 11 August 2006 with Ministry of Agriculture, Forestry, and
Fisheries";2006-10-02#current#Startup phase (no production);"Ministry of Agriculture, Forestry and Fisheries permitted for clearance 50 hectares
by Letter No. 5279/412 KSK.NP.PK dated 02 October 2006.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Same office as Great Wonder Agricultural Development (Cambodia) Limited;34828;Great Asset Agricultural Development (Cambodia) Co Ltd;Cambodia;Private company;;;;Mil and Kuy#Kbal Damrei#Rolous Meanchey#;;Mil and Kuy indigenous communities in O’Krieng, Kbal Damrei and Rolous Meanchey communes;;;Not consulted;;;;Yes;Six concessions in Kratie province including Great Asset Agricultural Development encroached upon the land of Phnong, Mil and Kuy indigenous communities in O’Krieng, Kbal Damrei and Rolous Meanchey communes;;;;;;;;;;;;;Roads;;;;;Private (smallholders)|Community;;Smallholder agriculture|Pastoralism|Forestry;"Collection and sale of non-timber 
forest products.";Cropland|Forest land;;#current####Cashew;Trees planted are part of the Cashew family but is not edible, Fang Lean Tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;As per MAFF website, Due to the site exists of good forest, the Ministry ask the company to identify new site. The new site have been identified and submitted to Royal Government for approval.;No;;
51;Yes;transnational;8178.00;Cambodia;8178.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-20T08:17:22.357054+00:00;Unknown (158502)#2321#;;2011##8231.0|2014#current#8178.0;;"8231 ha (Government source), but GIZ states 9231 ha

Three other sources (NEPCon, UN-HRC and Global Forestry Service) states 9,231 ha and the Council for the Development of Cambodia states 8,178 ha";#current##Timber plantation;Pistacia Chinasis Bunge and other trees plantation;Lease;;2006#current#Concluded (Contract signed);;#current#Startup phase (no production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"The company's owner, Mr. Kwok Wing is the founder of the Hong Kong-listed company, Tack Fat Group (HKSE:0928).
Same office as Great Asset Agricultural Development (Cambodia) Limited.";34829;Great Wonder Agricultural Development (Cambodia) Limited;Cambodia;Private company;;;;;;;;;;;;;Yes;Six concessions in Kratie province including Great Wonder Agricultural Development (Cambodia) Limited encroached upon the land of Phnong, Mil and Kuy indigenous communities in O’Krieng, Kbal Damrei and Rolous Meanchey communes;;;;;;;;;;;;;;;;;;Private (smallholders)|Community;;Smallholder agriculture|Pastoralism|Forestry;"Collection and sale of non-timber 
forest products.";Cropland|Forest land;;#current####Cashew, Rubber tree;Trees planted are part of the Cashew family but is not edible;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The company's owner, Mr. Kwok Wing is the founder of the Hong Kong-listed company, Tack Fat Group (HKSE:0928), one of the leading switsuit manufacturer in Hong Kong.;No;;
55;Yes;transnational;5914.00;Cambodia;5914.00;273.00;Concluded (Contract signed);In operation (production);2021-01-20T08:37:32.839978+00:00;HBC INVESTMENT AND SERVICES JOINT STOCK COMPANY#4571#;;2011#current#5914.0;2007#current#273.0;;#current##Timber plantation;;Lease;;2006#current#Concluded (Contract signed);;2007#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34833;Unknown (HBC INVESTMENT AND SERVICES JOINT STOCK COMPANY, in Cambodia, 34833);Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Accacia, Eucalyptus, Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The parent and operating company is previously named H.M.H Co. Ltd.;No;;
57;Yes;transnational;2361.00;Cambodia;2361.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-20T08:48:45.881035+00:00;Hoang Anh Gia Lai (HAGL)#253#;;2011#current#2361.0;;;#current##Non-food agricultural commodities;;Lease;;2009#current#Concluded (Contract signed);;2012#current#Startup phase (no production);Land clearing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34835;Heng Brothers Co Ltd;Cambodia;Private company;;https://opencorporates.com/companies/kh/00030253;;;;indigenous villagers living in Ratanakiri's Ka Nat Thum village;;;Not consulted;;Rejection;;Yes;;;;;;;;;;Cultural loss|Violence;Gunfire;;;;;;;;;;;;;;#current####Accacia, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
67;Yes;transnational;9400.00;Cambodia;9400.00;0.0;Concluded (Contract signed);In operation (production);2021-01-20T15:12:58.076554+00:00;Khon Kaen Sugar Industry Public Company Limited#2145#|Ve Wong Corporation#2322#;;2006-08-02#current#9400.0;;;#current##Biofuels, Food crops;;Lease;;2006-08-02#current#Concluded (Contract signed);;#current#In operation (production);Cleared land 50 hectares, Constructed road 3 Km and Continue land clearance.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cambodian Senator Ly Yong Phat formerly held shares;34845;Koh Kong Plantation Company Limited;Cambodia;Private company;;;;;;;;;Not consulted;;Rejection;;Yes;"In March 2015, the final report by the NHRCT recognized the human rights violations at the Koh Kong plantation. It stated that this land grab violated the local population’s rights to life and self-determination, including their right to manage and benefit from natural resources and the right to development. This was the first trans-boundary case accepted by the NHRCT, setting a legal precedent on the Commission’s jurisdiction. The report found that KSL is responsible for human rights violations due to its decision to receive and benefit from the land concession that resulted in these violations, even if the company did not itself commit the abuses.

Thailand's National Human Rights Commission finds evidence of Human rights violations against the company";Yes;;;;;;;;Environmental degradation|Socio-economic|Eviction|Displacement|Violence;"Food insecurity has increased and families have become impoverished as a result of the loss of their farmland and grazing
land. Affected farmers can no longer grow enough food to sustain their families. Many have sold their cows because they have nowhere for them to graze.

Crops have been destroyed that local farmers have been cultivating for years, including cashew, tamarind, and mango trees.

Company guards have shot or confiscated animals, including buffalo and cows.

Chemical waste from the plantation has poisoned local water sources and killed fish, which is the main source of protein for surrounding communities.

Children have been pulled out of school in order to work for their struggling families.

Company staff prevent local people from going into the forest to collect forest by-products, or sometimes charge a fee to do so, which represents a significant loss of livelihood.

Some people who lost all their land have had no choice but to work on the plantations. The pay is low and the work is irregular. Before they can work for the company, people must also agree to drop any claims for compensation.

Many outspoken community members fear for their security because of their activism";An article from Cambodia daily says that the people that were evicted from the land was paid out by the company already but the contract was written in Thai therefore the people did not understand what they were signing but they accepted 2,000 dollars each.;;Health|Productive infrastructure (e.g. irrigation, tractors, machinery...)|Roads|Financial support|Other;KSI and KPT are committed to building a sustainable business.  The companies cultivated about 50% of the concession area while leaving the forest intact. There is an emphasis on reducing the use of chemical fertilizer and increasing the application of organic fertilizer to improve soil condition. Additionally, an effective system for waste water treatment has been put in place to ensure safety of the community and the environment. Last, but not least, the companies are engaging with the communities through their corporate social responsibility (CSR) programs  that aim to develop the surrounding communities and their infrastructure such as roads, bridges, schools, and temples. The companies believe that through its sound management practice and corporate social responsibility efforts, they can create sustainable growth and prosperity for all their stakeholders.;;;;Private (smallholders);;Smallholder agriculture|Pastoralism|Forestry;;Cropland|Forest land;;#current####Sugar Cane;;;;;;;;;;;;;;;;;;;;;Yes;Sugar processing;;;;;;;;;;;;;;Owned by the same company as deal #68;No;;
68;Yes;transnational;9700.00;Cambodia;9700.00;0.0;Concluded (Contract signed);In operation (production);2021-01-20T15:27:36.081624+00:00;Khon Kaen Sugar Industry Public Company Limited#2145#|Ve Wong Corporation#2322#;;2006-08-02#current#9700.0;;;#current##Biofuels, Food crops, Industry;Manufacture and distribution of sugar and molasses;Lease;;2006-08-02#current#Concluded (Contract signed);according to the Ministry of Agriculture, Forestry and Fisheries, the contract has a duration of 70 years - the contract itself, however, stipulates 90 years;#current#In operation (production);;;;;;;1;US Dollar ($);per ha;;"The rental price has a grace period of the first 4 years, afterwards, the rate of rental price of USD 1 - 4 per hectare per annum
Land fee are as follows:
One (1) US Dollar per hectare for the year 5-15
Two (2) US Dollar per hectare for the year 16-30
Three (3) US Dollar per hectare for the year 31-50
Four (4) US Dollar per hectare for the year 51-90";;;;;;;;;;;;;;;;;;;;;;;;;;;Cambodian Senator Ly Yong Phat formerly held shares until 2010;34846;Koh Kong Sugar Company Ltd;Cambodia;Private company;;;;;;;;;Not consulted;;Rejection;;Yes;;Yes;;;;;;;;;;;;Productive infrastructure (e.g. irrigation, tractors, machinery...);;;;;Private (smallholders);;Smallholder agriculture|Pastoralism|Forestry;;Cropland|Forest land;;#current####Sugar Cane;;;;;;;;;;;;;;;;;;;;;Yes;Sugar processing;;;;;;;;;;;;;;"Owned by the same parent company as deal #67. 

It is suspected that Ly Yong Phat created two operating companies that responsible for less than 10,000 hectares of land each in order to avoid his responsibility under the Land Law. Senator Ly Yong Phat created two subsidiary companies named Koh Kong Sugar Industry Company which are responsible for planting sugarcane on 9,700 hectares of land based in Sre Ambel district. The second company is called Koh Kong Plantation Company and is responsible for 9,400 hectares of land based in Botum Sakor district, Koh Kong province.";No;;
70;Yes;transnational;7000.00;Cambodia;7000.00;0.0;Concluded (Contract signed);None;2021-01-20T14:28:00.888635+00:00;Unknown (158515)#2333#;;2011#current#7000.0;;;#current##Non-food agricultural commodities;;Lease;;2008#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34848;Land and Developing (Cambodia);Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Accacia, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
73;Yes;transnational;6595.00;Cambodia;6595.00;0.0;Concluded (Contract signed);None;2021-01-20T15:31:37.618464+00:00;Mitr Phol Group#274#;;2008#current#6595.0;;;#current##Biofuels, Food crops;Sugar plantation and construction processing factory;Lease;;2008#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34851;Cane and Sugar Valley;Cambodia;Private company;;;;;;;;;;;Rejection;;;;;;;;;;;Forced evictions took place, but it is unknown how many people exactly were displaced.;Environmental degradation|Displacement|Violence;Force eviction, Land grabbing and Human Rights Violation;;;;;;;;State|Private (smallholders)|Community;;Smallholder agriculture|Forestry;;Cropland|Forest land;;#current####Sugar Cane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Under investigation for Human Rights violation;No;;
75;Yes;transnational;8000.00;Cambodia;8000.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-21T08:47:37.385922+00:00;Unknown (158291)#2156#;;2009-07-31#current#8000.0;;;#current##Non-food agricultural commodities;Rubber plantation;Concession;;2009-07-31#current#Concluded (Contract signed);Signed the contract on 31 July 2009 with Ministry of Agriculture, Forestry, and Fisheries;2009-12-08#current#Startup phase (no production);"Approved master plan and for land clearance in zone I 500 hectares by letter 
Powered by AiDO 7197/760 KSK.NP.PK dated 08 December 2009";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34853;Mega Star Investment and Forestry Development;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
77;Yes;transnational;6891.00;Cambodia;6891.00;0.0;Concluded (Contract signed);In operation (production);2021-01-21T09:11:23.221268+00:00;Vietnam Rubber Group#117#;;2009-09-25#current#6891.0;;;#current##Non-food agricultural commodities;;Lease;;2009-09-25#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34855;Hong An Mang Yang K Rubber Development;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-09-25#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;Yes;rubber processing;;;;;;;;;;;;;;;No;;
79;Yes;transnational;9100.00;Cambodia;9100.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-21T09:34:43.772701+00:00;Unknown (158402)#2253#;;2013#current#9100.0|2012##10570.0;;10,570 ha based from the Forestry Administration Mondulkiri Map data 2012while 9,100 ha based from Open Development Cambodia 2013;#current##Non-food agricultural commodities;Rubber plantation;Concession;;2009-09-25#current#Concluded (Contract signed);"Signed the contract on 25 September 2009 with Ministry of Agriculture, Forestry, and
Fisheries";2009-12-08#current#Startup phase (no production);"Approved master plan and land clearance for zone I 200 hectares by letter no.
7201/762 KSK.NPK.PK dated 08 December 2009.";;;;;;;;;;30 million USD worth of investment for growing rubber;;;;;;;;;;;;;;;;;;;;;;;;;;;;34857;Mondul Agri-Resource Co., Ltd;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
82;Yes;transnational;6866.00;Cambodia;6866.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-21T09:46:13.548023+00:00;Oryung Construction#85#;;2011#current#6866.0;;;#current##Non-food agricultural commodities;Rubber, acacia and cashew plantation and processing;Concession;;2006#current#Concluded (Contract signed);;2007-10-30#current#Startup phase (no production);Ministry permitted for land clearance zone 1: 100 hectares by letter 6008/466 KSK dated 30 October 2007.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37373;Oryung Construction (CAM) Co, Ltd;Cambodia;Private company;;;;;;Over 300 indigenous families from four villages in Rattanakiri province claimed they are losing ancestral forest and access to land they depend on for their livelihood, due to the ELC awarded to the South Korea-owned Oryung Construction Company,which cultivates rubber trees.;;;Not consulted;;Rejection;;Yes;The company stated that they have not violated the people’s lawful rights to the land. The company will negotiate with villagers on the impacted land and will compensate them if they are affected.;;;;;;;;;Environmental degradation|Cultural loss|Eviction|Displacement;;;;;;;;;State|Community;;Smallholder agriculture|Forestry;;Cropland|Forest land;;#current####Accacia, Cashew, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;No;;
83;Yes;transnational;5256.00;Cambodia;5256.00;0.0;Concluded (Contract signed);None;2020-07-31T08:39:44.454987+00:00;PDA (Cambodia) Co. Ltd.#41597#;;2011#current#5256.0;;;#current##Non-food agricultural commodities, Agriculture unspecified, Forestry unspecified;Rubber, Acacia, and Cassava plantation;Lease;;2009-10-22#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41597;PDA (Cambodia) Co. Ltd.;Korea, Dem. People's Rep.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Accacia, Cassava (Maniok), Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no new sources found for the deal;No;;
95;Yes;transnational;6618.00;Cambodia;6618.00;0.0;Concluded (Contract signed);None;2021-01-21T14:50:11.277594+00:00;Mitr Phol Group#274#;;2008#current#6618.0;;;#current##Biofuels, Food crops;Sugar plantation and construction processing factory;Lease;;2008#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;In some sources the company is also referred to as River Sugarcane.;34871;Tonle Sugar Cane Co Ltd;Cambodia;Private company;;;;;;;;;;;Rejection;;;;;;;;;;;Forced evictions took place, but it is unknown how many people exactly were displaced.;;;;;;;;;;State|Private (smallholders)|Community;;Smallholder agriculture|Forestry;;Cropland|Forest land;;#current####Sugar Cane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
