Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
8340;Yes;domestic;496.00;Ethiopia;496.00;0.0;Concluded (Contract signed);In operation (production);;Arefu Wonedochu#42979#;496.00;2013-11-02#current#496.0;;;2013-11-02#current#496.0#Food crops;;Lease;for 15 years;2013-11-02#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;#Government / state institutions (government, ministries, departments, agencies etc.);;Arefu Wonedochu is a domestic investor;42979;Arefu Wonedochu;Ethiopia;Private company;;;New Investor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
8341;Yes;domestic;489.00;Ethiopia;489.00;0.0;Concluded (Contract signed);In operation (production);;Azana Lijalem#42980#;489.00;2017-09-10#current#489.0;;;2017-09-10#current#489.0#Food crops;;Lease;For 25 years;2017-09-10#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;#Government / state institutions (government, ministries, departments, agencies etc.);;Azana Lijalem is a domestic investor;42980;Azana Lijalem;Ethiopia;Private company;;;New Investor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
8342;Yes;domestic;220.00;Ethiopia;220.00;0.0;Concluded (Contract signed);In operation (production);;Asersu Deseta#42981#;220.00;2014-05-12#current#220.0;;;2014-05-12#current#220.0#Food crops;;Lease;For 25 years;2014-05-12#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;#Government / state institutions (government, ministries, departments, agencies etc.);;Asersu Deseta is a domestic investor in Ethiopia;42981;Asersu Deseta;Ethiopia;Private company;;;New Investor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
8343;Yes;domestic;201.00;Ethiopia;201.00;0.0;Concluded (Contract signed);In operation (production);;Sheway,Tesefay and Their Friends  Plc#42982#;201.00;2017-06-02#current#201.0;;;2017-06-02#current#201.0#Food crops;;Lease;For 23 years;2017-06-02#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;#Government / state institutions (government, ministries, departments, agencies etc.);;;42982;Sheway,Tesefay and Their Friends  Plc;Ethiopia;Private company;;;New investor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
8345;Yes;domestic;2234.00;Lao PDR;0.0;2234.00;Concluded (Contract signed);In operation (production);2021-11-11T08:54:04.354742+00:00;Electricité du Laos#40082#;;;#current#2234.0;"Phase 1:
Nam Ou 2 HPP reservoir area: 2,215,900 hectares
Nam Ou 5 HPP reservoir area: 1,027,000 hectares
Nam Ou 6 HPP reservoir area: 548,000 hectares and is estimated to result to loss of 2,234 hectares of land due to inundation (2,000 hectares) and 234 hectares (building area).

Phase 2:
Nam Ou 1 HPP
Nam Ou 3 HPP
Nam Ou 4 HPP
Nam Ou 7 HPP";#current##Renewable Energy;"The cascade units are being developed in two phases with a cumulative capacity of 1,272 MW.

Nam Ou 2 installed capacity: 120 MW
Nam Ou 5 installed capacity: 240 MW
Nam Ou 6 installed capacity: 180 MW
Nam Ou 1 installed capacity: 180MW
Nam Ou 3 installed capacity: 210MW 
Nam Ou 4 installed capacity: 132MW 
Nam Ou 7 installed capacity: 210MW";Concession;25-year build, operate and transfer (BOT) agreement;2011-04-01#current#Concluded (Contract signed);;2012-10-01##Startup phase (no production)|2017-01-01##In operation (production)|2019-12-01#current#In operation (production);Phase one of the project consisting of three units with a total installed capacity of 540MW was commissioned in January 2017. The construction work on phase two, which comprises of four units with a total installed capacity of 732MW, began in April 2016. The first unit of phase two was commissioned in December 2019, while the remaining units are expected to be commissioned by 2020.;;;;;;;;;;;No;;;;;;;;;;;;Yes;;;;;Chinese workers;Yes;;;13600;;PowerChina claims that the company has incorporated local development into its projects including training and employing up to 13,600 Lao workers in the projects and resettlement village construction. Employment opportunities for the local community, included such positions as driver, translator, copy writer, logistics personnel, cleaner, security guard and resettlement village construction workers.;Ministry of Mines and Energy#Government / state institutions (government, ministries, departments, agencies etc.);Nam Ou River Cascade Hydropower Project;"The Nam Ou Cascade Hydropower Project is a series of seven hydroelectric dams along the Nam Ou river which are located in the provinces of Phongsaly and Luang Prabang in northern Laos. The project is managed by the Power Construction Corporation of China (PowerChina) and the Lao government. The construction of the hydropower project is being completed in two phases. Phase I of the dams, including Nam Ou 2, Nam Ou 5, and Nam Ou 6 while Phase II include Nam Ou 1, 3, 4, and 7. The whole project is expected to be completed in 2020 but Phase 1 operations already began in 2017. Phase I is funded by China Development Bank. Phase II is funded by China Development Bank, China Exim Bank and China Construction Bank.

The project is owned by Laos State Electricity Corporation, Electricite du Laos (EDL). It is being developed by a joint venture of EDL (20%) and Sinohydro (80%), a subsidiary of Power China, under a 25-year build, operate and transfer (BOT) agreement signed in April 2011";40197;Nam Ou River Basin Hydropower Company;Lao PDR;Other (please specify in comment field);;;"Imported from Land Observatory
UUID: 502732c2-2e4b-4bec-964d-1d57fb271b31
Economic Sector: Energy sector";Hath Hin village#Ban Lantou village#Yod Ou village#Sop Jiam village#Ban Tha Hae village#Lat Tha Hae village#Hat Sa village#;Khmu#Lue#Thai Dam#Thai Daeng#Yao#Hmong#Akha#Lah#Lolo#Lao-Tai#Songsiri#Lao-Seng#MuangVa#Tan#Had#;;Indigenous Peoples traditional or customary rights not recognized by government;...while the government recognizes 160 ethnic subgroups within 49 ethnic groups within Laos, all ethnic groups have the same status, and the concept of indigenous peoples is not recognized by the government.;Limited consultation;PowerChina Resources administered 30 questionnaires to participants at a consultation in 2010 to determine the villagers’ acceptance and understanding of the project. The survey results indicated that the majority of villagers were in favor of the project because they thought it would bring them electricity and higher standards of living. However, medium-impact villages were not consulted and conflicting information were provided to them.;Mixed reaction;;;;Yes;;;;;;;According to the plan for the Nam Ou River project, 28 immigrant villages have been built for resettlement of more than 2,300 households, involving more than 12,600 people. Nam Ou 6 alone requires the resettlement of 2,500 people in eight villages while Nam Ou 2 Cascade has the largest resettlement impact and displaced 2,297 households from 25 villages.;Environmental degradation|Socio-economic|Cultural loss|Eviction|Displacement|Other;"Environmental Degradation: The Cumulative Impact Assessment for the Nam Ou Cascade is not publicly available and suggests that the Nam Ou Cascade will significantly alter flows reaching the Mekong confluence, trap 70 percent of sediment which is usually transported into the Mekong River and reduce fish biodiversity by 66%.

Other: flooding, community divide

“When they closed the dam gates on 21 November, many families brought fishing nets here with high hopes, but only a few caught anything. Today, we can only find small fish,” said Muansy quietly. “When the fish disappeared, the local ferry was abandoned and we began to experience the opposite of the prosperity we had been promised.”";Each household were offered compensation of a house on a  20m x 25m of lot and payment for loss of Mango trees,  jack fruit trees, and banana trees.;"Each household that were relocated were provided compensation of a house on a 15m x20m lot in the resettlement village and payment for loss of Mango trees, jack fruit trees, and banana trees. There are 3 categories of houses: a family with 1 to 3 members gets the smallest house, a family with 4 to 6 members gets a medium-sized house, and a family with 7 to 10 family members gets a bigger house. It doesn’t matter how big the original house was. Many families have complained about the new houses that the company built for them.  

No compensation for vegetable garden, lost fishery income, lost tourism income, and lost edible riverweed income. Villagers reported that there was not sufficient support for resettlement and that resolving local grievances comes with complications.

In Baan Huam Sang, a resettlement site built to host relocated households from four different villages, villagers reported that their houses were poorly built with low-quality materials, were situated in unsuitable locations, and were often damaged during storms. Villagers in Baan Huam Sang were not provided with farmland and can no longer grow rice and crops.";Health|Education|Roads|Capacity building|Other;Other: electricity;Health|Education|Roads|Capacity building|Other;"Health: Free medical check-ups, health centers
Education: The Nam Ou cascade dam project has sponsored 6 Lao students’ education in Wuhan University, China
Roads: including bridges
Other: Clean water supply, electricity, garbage collectors";International Rivers;State|Community|Indigenous people;;Smallholder agriculture|Hunting/Gathering|Forestry|Conservation|Other;Other: residential areas;Cropland|Forest land|Wetland|Other land (e.g. developed land – specify in comment field);Other: built-up areas (residential);;;;;;;;;;;Yes;100.0;;;;;;;;;EDL will purchase all electricity generated to power up Laotian homes.;Yes;;Hydroelectric power plants are built with the dams;;;;Surface water|River;The Nam Ou River cascade hydro project is located in the provinces of Phongsaly and Luang Prabang in Northern Laos.;China Development Bank provided a loan of £0.61bn ($1bn) for construction of phase two of the project.;;;;;;Construction gave way to prostitution of mainly young local girls. Company claims the project will help women earn income by selling produce, work in hotels/restaurants, and can be mobilized to provide food for workers.;This is a consolidated deal for 6604, 6515 and 6514, which were all deleted.;No;;
8347;Yes;domestic;1201.92;India;1201.92;0.0;Concluded (Contract signed);In operation (production);2020-11-20T11:24:51.850193+00:00;NTPC Limited#43180#;607.00;2011-01-01##757.17|2018-01-01#current#1201.92;;"""This Super Thermal Power Project is spread over 2970 acres, which includes 150 acre of land for the township and 63 acres of land for construction of rail corridor."" 1,871 acres was acquired in 2011";#current##Industry;3x660MW Suprecritical Coal-Based Power Plant (only 660MW is operational);Outright purchase|Lease;"""On 15 May 2018, Bihar Government signed a memorandum of understanding (MoU) to hand over the thermal plant to National Thermal Power Corporation for a 33- years lease.""

""Even land reforms commissioner Chandragupta Ashok Vardhan h ..

Read more at:
http://timesofindia.indiatimes.com/articleshow/7233345.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst";#current#Concluded (Contract signed)|2018-05-18##Change of ownership;The power plant is owned by the Nabinagar Power Generating Company[3][4]- initially a 50:50 joint venture between NTPC Limited and Bihar State Power Holding Company Limited. On 17 April 2018, Bihar state cabinet, headed by chief minister Nitish Kumar, gave its nod to handing over of Nabinagar Power Generating Company to National Thermal Power Corporation. On 15 May 2018, Bihar Government signed a memorandum of understanding (MoU) to hand over the thermal plant to National Thermal Power Corporation for a 33- years lease.;2019-03-29#current#In operation (production);"according to the India Ministry of Power (April 2019), unit 1 was commissioned on March 29, 2019

""In July 2015, NPGC said the project was 20% complete and would miss its 2017 deadline for its commissioning, due to ongoing disagreements over land acquisition.""";;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;Ministry of Environment, Forest and Climate Change#Government / state institutions (government, ministries, departments, agencies etc.)|National Thermal Power Corporation Limited#Government / state institutions (government, ministries, departments, agencies etc.)| Bihar State Power Holding Company Limited#Government / state institutions (government, ministries, departments, agencies etc.);Nabinagar Super Thermal Power Project;In February 2013, a financing agreement for the project was closed. The Rural Electrification Corporation agreed to provide US$1.63 billion in loans to the project, while the sponsors, National Thermal Power Corporation and Bihar State Electricity Board provided US$426.8 million in equity.;42994;Nabinagar Power Generating Co. Ltd.;India;Private company;;;The Company was incorporated on 09.09.2008 as a Private Limited Company with Bihar State Power Generation Company Ltd. (erstwhile BSEB) with a view to set up 3x660 MW Thermal Power Plant at New Nabinagar, Bihar and operation & maintenance thereof. Consequent upon transfer of shares held by BSPGCL to NTPC, the Company became wholly owned subsidiary of NTPC w.e.f. 29th June 2018. Subsequently, word “Private” was removed from its name.;;;;;;Limited consultation;Public Hearing was conducted on  2010-12-03;Rejection;"""Farmers, whose land was earmarked for the project, have campaigned against the project and the terms of acquisition. In early January 2011 farmers sent a petition to the Chief Minister of Bihar, Nitish Kumar, objecting to the terms of the proposed land acquisition and objecting to the plan to establish the project on fertile farming land. ""Even land reforms commissioner Chandragupta Ashok Vardhan had made a proposal against setting up industrial project on fertile land, but attempts are on to forcibly take over our fertile land"", the letter said. The land in the area is capable of producing three crops a year.""

""In January 2011, a farmer involved in protests against the Nabinagar Super Thermal Power Project was reportedly killed. According to the a report in The Times of India, the death occurred during ""violent agitation"" during which farmers ""stoned a speeding train and clashed with police.""";;;;;;;;;;;Environmental degradation|Socio-economic|Displacement|Violence;Violence: 1 farmer was killed during a violent protest in January 2011;NTPC's normal compensation rate for land for power plants is Rs 5.50 lakh - Rs 7 lakh per acre for setting up power plants.;"""In November 2011 work on the project site was temporarily halted as a result of farmers opposition. Work resumed after the government increased the amount of compensation paid to Rs 14.61 lakh. The local district administrator stated that all 2,832 acres of land required for the project has been acquired.""";;;;;;Private (smallholders)|Community;;Smallholder agriculture;The land to be acquired belonged to fertile farming land.;Marginal land;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;Surface water|River;from Sone River (Indrapuri barrage);;;;;;;;Nabinagar Super Thermal Power Station project faced land acquisition hurdles after MoEF approved the project. The project however, was successful in establishing itself by increasing the compensations paid to the farmers.;No;;
8348;Yes;domestic;357.00;India;357.00;0.0;Failed (Negotiations failed);Project abandoned;2020-11-19T05:08:48.675867+00:00;Poena Power Supply Limited#42995#;;2010#current#357.0;;The Punjab government was abput to acquire 882 acres for the project.;#current##Other;1,320-megawatt (MW) coal-based power plant;Outright purchase;;2010##Concluded (Contract signed)|2014#current#Failed (Negotiations failed);"""The plant has been the focus on a heated controversy over land acquisitions. In August 2011, a farmer was killed and over a dozen people were injured in a police lathi charge in Gobindpura.""

""In March 2014 it was reported that Poena Power has been awaiting a power purchase agreement with the state government to begin construction. Sources claimed the state government had refused to sign the PPA with Poena Power, claiming it was already a power-surplus state.""";2014#current#Project abandoned;"""The project was cancelled in 2014 in the wake of intense community protest.""

Also ""Sources claimed the state government had refused to sign the PPA with Poena Power, claiming it was already a power-surplus state.""";;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;Mimistry of Environment, Forest and Climate Change#Government / state institutions (government, ministries, departments, agencies etc.);Electricity;The 1,320MW project was proposed for Mansa district by Poena Power a subsidiary of Indiabulls Power.;42995;Poena Power Supply Limited;India;Private company;;;"""Poena Power Supply Limited is a Public incorporated on 09 July 2008. It is classified as Non-govt company and is registered at Registrar of Companies, Delhi. Its authorized share capital is Rs. 202,500,000 and its paid up capital is Rs. 202,500,000. It is inolved in Production , collection and distribution of electricity.""";;;;;;;;Rejection;"""The Punjab government is acquiring 882 acres for the project. Of those, farmers owning 166 acres were objecting to the acquisition process. The objections were backed by 17 farmer associations. Some farmers claim they are being pressured to sell their land.""

""A farmer was killed and others sustained injuries when police lathi-charged a larger group of farmers who were protesting the acquisition of land for the 1320 MW Gobindpura thermal station""

""BKU (Ekta Ugrahan) general secretary Sukhdev Singh Kokrikalan alleged that a number of agitating farmers, including women, were arrested today. He claimed that 100 farmers, who owned 175 acres, were not willing to give their land ""at any cost"" for the power plant that is to come up on nearly 880 acres.""";;;;;;;;;;;Environmental degradation|Socio-economic|Violence;1 farmer killed, some injured during a police charge;cash;;;;;;BKU (Ekta Ugrahan) and BKU (Dakaounda) - led protests against the project;State|Private (smallholders);;Smallholder agriculture;;Cropland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gobindpura Thermal Power Plant came to end with gaining strong public reactions. People were unwilling to surrender their land for establishing the power plant.;No;;
8355;Yes;domestic;92.00;Ukraine;92.00;0.0;Concluded (Contract signed);In operation (production);;Shelukhin family#42996#;;2020#current#92.0;;;#current##Land speculation, Other;;Outright purchase;Shelukhin family concentrated at least 46 land plots;2019##Concluded (Contract signed)|2020#current#Concluded (Contract signed);Land was contracted through legal procedure of privatizing land and then outright purchase;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zakhar Shelukhin is an agronomist at AgroGeneration Group (France) which operates around 70 000 ha of land in Ukraine.;42996;Shelukhin family;Ukraine;Other (please specify in comment field);;;Individuals;;;;;;;;Rejection;Representatives of community frustrated by this situation with land concentration by Agrogeneration`s agronomist.;;;;;;;;;;;;;;;;;;;;Private (smallholders);;;;Cropland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
8356;Yes;domestic;0.00;Indonesia;22443.00;22443.00;None;In operation (production);;PT. Repenas Bhakti Utama#42997#;;#current#22443.0;#current#22443.0;;#current#22443.0#Biofuels, Food crops, Non-food agricultural commodities;;Lease;ID is not known;;;#current#In operation (production);based on satellite images;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42997;PT. Repenas Bhakti Utama;Indonesia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current#22443.0###Oil Palm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
8357;Yes;domestic;0.00;India;0.0;0.0;Change of ownership;Project not started;2020-11-21T13:49:21.581457+00:00;Jharkhand Urja Vikas Nigam#43182#;1700.00;;;;#current##Mining, Industry;4000MW coal-based thermal power plant with exclusive mining block;Outright purchase;;##Intended (Memorandum of understanding)|2018-05-01#current#Change of ownership;"In 2008 MoEF&CC granted the project for operation. In 2013 the project appeared for extension of the time period in front of MoEF&CC. In March 2015 the project was still reported as stalled due to issues with land acquisition.

""In late April 2015 Reliance Power announced that it had withdrawn from the project due to its inability to get the required land. Reliance Power said the procurers of Tilaiya UMPP accepted the termination of power purchase agreement and decided to purchase the entire shareholding in the project special purpose vehicle (SPV) from the Reliance by way of mutual discussion with the developers.""

""The company said it could not start construction as Jharkhand did not cooperate in land acquisition, captive coal blocks and related infrastructure in the last five years.
Read more at:
https://economictimes.indiatimes.com/industry/energy/power/jharkhands-tilaiya-ultra-mega-power-project-likely-to-be-auctioned-afresh/articleshow/49459812.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst"" - a news in 2015.
The plant need to undergo re-bidding. - a news in 2015.

""Dealing another blow to the government’s 2005 initiative of developing ultra mega power projects (UMPPs), Reliance Power has transferred its entire stake in the 3,960 MW Tilaiya power plant to the state-run Jharkhand Urja Vikas Nigam for Rs 112.6 crore.""- a news in 2018.";2011-01-01##Startup phase (no production)|2015-04-01##Project abandoned|2018-01-01#current#Project not started;"""Construction of the project, which was scheduled to begin commercial operations in 2015, has not started yet due to issues related to land acquisition and transfer by the Jharkhand government. The state’s energy department has accepted the termination of power purchase agreement (PPA) for the Tilaiya plant.""";;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;Ministry of Environment, Forest and Climate Change#Government / state institutions (government, ministries, departments, agencies etc.)|Government of Jharkhand#Government / state institutions (government, ministries, departments, agencies etc.);Tilaiya Ultra Mega Power Project;"The power plant was granted by Ministry of Environment, Forest and Climate Change (MoEF&CC) in 2008. After extension of the project Reliance Power decided to withdraw from the project in 2015, due to failure in land acqusition.

""Dealing another blow to the government’s 2005 initiative of developing ultra mega power projects (UMPPs), Reliance Power has transferred its entire stake in the 3,960 MW Tilaiya power plant to the state-run Jharkhand Urja Vikas Nigam for Rs 112.6 crore.""-a news in 2018.";43182;Jharkhand Urja Vikas Nigam;India;State-/government (owned) company;http://juvnl.co.in/;;;;;;;;Limited consultation;"""In May 2012 a public hearing on the project was held in Hazaribagh town, 44 km from Kerendari...Prior to the hearing, residents of the area approached the Centre for Science and Environment (CSE), a non-profit in Delhi, saying it was difficult to participate in a public hearing held so far from their home...Despite MoEF’s direction, the board did not change the venue of the public hearing. In response, village residents staged protests during the public hearing. They were also concerned about rehabilitation of people who would be displaced: although Reliance Power has proposed a package of Rs 10 lakh per acre (0.4 ha), it is not willing to make a written commitment, they allege. About 200 people were arrested for peacefully protesting the hearing.""";Rejection;villager protested during the Public Hearing;;;;;;;;;;"""It was estimated that 9 families will be looser of all land and homesteads, 1298 families will loose land only and 305 landless families are homesteads looser due to this project.""";Environmental degradation|Socio-economic|Displacement|Violence;"""Residents said they were pressured into selling their land, and there were allegations of land encroachment: Bhadiya residents in 2009 took Reliance Power-owned Jharkhand Integrated Power Limited to Hazaribagh Court for acquiring 16 hectares of village commons land without permission or compensation.""

""According to a letter of complaint by the Jharkhand Human Rights Movement (JHRM), police fired on protesters on July 23, 2013 at Pagar village, Hazaribagh district, Jharkhand, killing protester Kesar Mahato and causing several injuries.""";Reliance Power has proposed a package of Rs 10 lakh per acre (0.4 ha);some villagers alleged that Reliance did not compensate for the lands lost;;;;;"Centre for Science and Environment (CSE), a non-profit organisation in Delhi was approached by the villagers for contacting MoEF&CC for letting the officials know the far location of public hearing place. ""CSE wrote letters to the Union Ministry of Environment and Forests (MoEF) stating that the public hearing for the project was in violation of the Environmental Impact Assessment (EIA) Notification of 2006, which states that a public hearing should be conducted at or in close proximity to the project site.""

""In response, MoEF sent an urgent mail to the member secretary of the state pollution control board, directing him to look into the matter and make sure that the public hearing took place as close to the project site as possible. Despite MoEF’s direction, the board did not change the venue of the public hearing. In response, village residents staged protests during the public hearing.""";State|Private (smallholders)|Other;;Smallholder agriculture|Forestry;;Cropland|Forest land|Marginal land|Wetland;;;;;;;;;;;;Yes;;;;;;;;;;;;;;;Yes;;;;;;;;;;;Tilaiya Ultra Mega Power Project has moved from one hand to another. The operational date of the plant is still awaited.;No;;
8358;Yes;domestic;0.00;India;0.0;0.0;None;In operation (production);2020-11-22T21:35:42.335997+00:00;Lanco Amarkantak Power Limited (LAPL)#43184#;541.00;;;"""LAPL initially planned to setup thermal power plant with aggregate capacity of 3,240 MW on land parcel admeasuring 1,337 acres near Pathadi Village on Korba-Champa State Highway in Chhattisgarh.""

""Lanco Amarkantak Power, which was incorporated in February 2001, has coal-fired thermal power units located near Pathadi village on Korba-Champa State Highway in Chhattisgarh on 1,337 acres of land.""";#current##Other;coal based thermal power project;Outright purchase;;;;2009-04-09#current#In operation (production);"""600 MW of operational thermal power capacity, 1,320 MW of under-construction capacity, and another 1,320 MW at the planning stage"" - a news in 2020.

According to the Broad Status Report, as of October 2016, ""Presently no work is going at the site due to financial problems."" The report also notes that land acquisition of land for water system is delayed, and that the schedule of implementation will be reassessed once work resumes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ministry of Environment, Forest and Climate Change#Government / state institutions (government, ministries, departments, agencies etc.);Lanco Amarkantak Thermal Power Project;"""China Development Bank gave US$200 million Buyers’ Credit for units 3 & 4 (1320 MW) of Lanco Amarkantak Thermal Power Project, the 1320 MW Babandh power station, and the 1320 MW Vidarbha thermal power station being developed by Lanco Group.""";43184;Lanco Amarkantak Power Limited (LAPL);India;Private company;;;Lanco Amarkantak Power Limited (“LAPL”), incorporated on February 22, 2001 with its registered office at Hyderabad, is engaged in business of setting up and generation of power through coal based thermal power plant in the state of Chhattisgarh, India.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Surface water|River;River Hasdeo;;;;;;;;Government projected the new units in 2017-18. However, the reports in 2016, said that the project remained on hold due to financial constraints and land acquisition. In 2020, Adani and Vedanta are in race to buy the project.;No;;
8359;Yes;domestic;0.00;India;0.0;565.00;None;Startup phase (no production);2020-11-22T22:30:57.926219+00:00;Lanco Babandh Power Ltd#43185#;473.00;;#current#565.0;;#current##Other;1320-megawatt (MW) Super Critical Coal Based Thermal Power Plant;Outright purchase;;;;#current#Startup phase (no production);"In 2015 Government of Orissa indicated to cancel the Independent Power Producer In March 2017, the Broad Status Report stated: ""Work almost held up due to financial constraint presently."" According to the December 2017 Broad Status of Thermal Power Projects in the Country, ""Work was held up due to financial constraints, now the work restarted.""

""The National Company Law Tribunal has ordered the liquidation of Lanco Babandh Power"" - a news in 2019";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ministry of Environment, Forest and Climate Change#Government / state institutions (government, ministries, departments, agencies etc.);Lanco Babandh power project;"China Development Bank gave US$200 million Buyers’ Credit for units 3 & 4 (1320 MW) of Lanco Amarkantak Thermal Power Project, the 1320 MW Babandh power station, and the 1320 MW Vidarbha thermal power station being developed by Lanco Group.

In July 2010, Lanco closed an agreement for US$1.18 billion in loan financing from ICICI Bank, Andhra Bank, Bank of India, Canara Bank, Lakshmi Vilas Bank, Life Insurance Corporation of India, Punjab National Bank, Rural Electrification Corporation, UCO Bank, United Bank of India, IDBI Bank, Union Bank of India, Punjab & Sind Bank and Indian Overseas Bank.";43185;Lanco Babandh Power Ltd;India;Private company;;;Lanco Babandh Power is a coal fired thermal power project with two supercritical units of 660 MW each, located in Dhenkanal District, Orissa;;;;;;Limited consultation;Public consultation was held on 07.11.2008;;;;;;;;;;;;;;;;;;;;;;Private (smallholders)|Community|Indigenous people;;Smallholder agriculture|Forestry;;Cropland|Forest land;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;40 cusec of water has been allotted by the Department of Water Resource, Govt. of Orissa.;Surface water|River;Brahmani river;;;;;;;;The National Company Law Tribunal has ordered the liquidation of Lanco Babandh Power. This further ran the project in trouble waters. The reason may be subjected to inadequate supply of coal and land acqusition. May be Lanco surrender the project to the state govenment.;No;;
