Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
7213;Administrative region;Bani, Pangasinan, Philippines;16.22291,119.85838;;;
7213;Exact location;Agno, Pangasinan, Philippines;16.10329,119.81208;;;
7214;Administrative region;Magsaysay, Misamis Oriental, Philippines;8.96217,125.20386;;;
7215;Administrative region;Presidente Hayes Department, Paraguay;-23.35126,-58.73736;;;
7219;Administrative region;Rinconada, Jujuy, Argentina;-22.44073,-66.16755;;;
7220;Administrative region;Rapu-Rapu, Albay, Philippines;13.24078,124.04187;;;
7224;Administrative region;St Bernard, Southern Leyte, Philippines;10.31285,125.11588;;;
7225;Administrative region;Agno, Pangasinan, Philippines;16.10329,119.81208;;;
7226;Administrative region;Quezon, Palawan, Philippines;9.41846,118.25266;;;
7230;Administrative region;Luna, La Union, Philippines;16.83085,120.35508;;;
7231;Administrative region;Siayan, Zamboanga del Norte, Philippines;8.07443,123.10141;;;
7232;Administrative region;Legazpi City, Albay, Philippines;13.13906,123.7438;;;
7235;Coordinates;;4.2918,-73.0528;Finca Campoalegre;;"The deal originates from Deal 1074. It related to a join venture of several companies for the development of a biodiesel refinery. Nonetheless, the size of the refinery was 8 hectares and some of the participants acquired the land previous to 2000. These polygons refers to the land acquired by Hacienda La Cabaña SA in 2003. The polygons are obtained from official cadastre data and comparing the images at the website of the company. It is possible that some polygons do not belong to the company, even though the satellite imagery exhibit continuous oil palm plantations.

Source: https://www.lacabana.com.co/en/location/"
7237;Administrative region;Rinconada, Jujuy, Argentina;-22.44073,-66.16755;;;
7238;Administrative region;Cochinoca, Jujuy, Argentina;-22.74503,-65.89623;;;
7238;Administrative region;Tumbaya, Jujuy, Argentina;-23.85772,-65.46759;;;
7239;Administrative region;Susques, Jujuy, Argentina;-23.41667,-66.48333;;;
7239;Administrative region;Tumbaya, Jujuy, Argentina;-23.85772,-65.46759;;;
7240;Administrative region;Cochinoca, Jujuy, Argentina;-22.74503,-65.89623;;;
7240;Administrative region;Rinconada, Jujuy, Argentina;-22.44073,-66.16755;;;
7241;Administrative region;Rinconada, Jujuy, Argentina;-22.44073,-66.16755;;;
7243;Administrative region;Tumbaya, Jujuy, Argentina;-23.85772,-65.46759;;;
7247;Exact location;Unnamed Road, Bangladesh;24.38418,89.73843;Sirajganj Economic Zone;The EZ is located in Sirajganj district beside Dhaka-Rangpur Highway on the west bank of Jamuna River.;
7252;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7253;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7257;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7259;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7260;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7261;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7262;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7265;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7266;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7267;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7268;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7270;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7271;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7273;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7274;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7276;Administrative region;Narra, Palawan, Philippines;;;;
7276;Administrative region;Quezon, Palawan, Philippines;9.41846,118.25266;;;
7276;Administrative region;Sofronio Española, Palawan, Philippines;9.0428,117.97176;;;
7277;Administrative region;Dumingag, Zamboanga del Sur, Philippines;8.18754,123.30371;;;
7278;Administrative region;Davao City, Davao del Sur, Philippines;7.19071,125.45534;;;
7278;Approximate location;Lasang, Bunawan, Davao City, Philippines;7.26662,125.65875;;;
7279;Administrative region;Dinalungan, Aurora, Philippines;16.15094,121.87903;;;
7279;Exact location;Casiguran, Aurora, Philippines;16.22779,122.06332;;;
7280;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7281;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7282;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7283;Administrative region;General Güemes, Salta Province, Argentina;-24.66726,-65.05006;;;
7285;Administrative region;Caoayan, Ilocos Sur, Philippines;17.53822,120.39543;;;
7285;Administrative region;Santa, Ilocos Sur, Philippines;17.51358,120.44728;;;
7286;Administrative region;Liloan, Southern Leyte, Philippines;10.13331,125.18383;;;
7287;Administrative region;Barobo, Surigao del Sur, Philippines;8.51755,126.12322;;;
7288;Administrative region;Mariveles, Bataan, Philippines;14.45798,120.45881;;;
7288;Exact location;Bagac, Bataan, Philippines;14.58923,120.41272;;;
7289;Administrative region;Sibutad, Zamboanga del Norte, Philippines;8.61241,123.4944;;;Sibutad Project, in Zamboanga del Norte, concentrated on areas between the boundaries of the municipalities of Rizal and Sibutad.
7290;Administrative region;Claver, Surigao del Norte, Philippines;9.4833,125.80618;;;
7291;Administrative region;Balamban, Cebu, Philippines;10.48585,123.77412;;;"LAT:TUDE
10° 26'00''
10° 27'00""
10° 27'00""
10° 26'30""
10° 26'30""
10° 26'00""
10° 26'00""
10° 25'30''
10° 25'30""
10° 26'00""
LONG:TUDE
123・ 43'00""
123° 43'00""
123・ 45'00""
123・ 45'00""
123・ 45'30""
123° 45'30""
123° 45'00""
123・ 45'00""
123・ 44'30""
123° 44'30"""
7292;Administrative region;Norzagaray, Bulacan, Philippines;14.87447,121.14461;;;
7292;Administrative region;San Jose Del Monte, Bulacan (Premium Product Depot) - Vmobile Technologies Incorporated, San Jose del Monte City, Bulacan, Philippines;14.81605,121.02732;;;
7318;Exact location;Damrei Phong, Cambodia;12.20069,106.14368;;;"Coordinates from deleted LO deal duplicate:
12.11833040983967
106.17209130694641"
7318;Exact location;Kampong Damrei, Kratie, Cambodia;12.04625,106.18811;;;pinned location via google map - https://www.google.com/maps/d/u/0/viewer?mid=1OGlb3tcENjpHRglG9bLU-bAGhAA&ll=10.761850146324972%2C105.79450266528167&z=7
7330;Approximate location;Santuk, Cambodia;12.63251,105.31312;;;"Santuk District, Kampong Thom Province
Coordinates from deleted LO deal duplicate:
12.607735095591792
105.52046174500556"
7390;Administrative region;Jamalpur Sadar Upazila, Bangladesh;24.79441,89.92766;Jamalpur Economic Zone;It is situated only 13 KM from the Jamalpur main city.;Jamalpur is a part of Mymensingh Division and located between 24°34′ and 25°26′ North and between 89°40′ and 90°12′ East. It shares an international border with the Indian state of Meghalaya in the North East, while being surrounded by Kurigram and Sherpur districts in the North, Tangail district in the South, Mymensingh and Sherpur districts in the East, Jamuna River, Bogra, Sirajganj and Gaibandha districts in the West. The main town is situated on the bank of the river Brahmaputra, only 140 km (87 mi) north of Dhaka, the national capital and the Jamalpur Economic Zone only 13 KM from the Jamalpur main city.
7397;Coordinates;Kertajati, Kabupaten Majalengka, Jawa Barat, Indonesia;-6.64892,108.16669;Kertajati International Airport;northeastern part of West Java , Indonesia;
7399;Exact location;Port Loko, Sierra Leone;8.70912,-12.71351;;Northern province of the Republic of Sierra Leone;Mafokie Chiefdom. Port Loko has excellent logistical advantages: It is just 1h30 from Freetown, Sierra Leone's capital, and one of the largest harbours in West Africa.
7400;Exact location;Bangkal, Danau Sembuluh, Seruyan Regency, Central Kalimantan, Indonesia;-2.59509,112.46491;PT HAMPARAN MASAWIT  BANGUN PERSADA;;PT. Hamparan Mas Sawit Bangun Persada (HMBP) is a palm oil plantation company located in Bangkal Village, Seruyan Raya District, Seruyan Regency, Central Kalimantan Province
7405;Exact location;Belabo, Cameroon;5.32379,11.74241;;;
7406;Administrative region;Sinoe, Liberia;5.49871,-8.66006;;Nomupoh  district;Sinoe County, Numopoh district
7408;Exact location;Prithvi Hwy, Benighat, Nepal;27.8121,84.79324;Budhi Gandaki hydro project;;Located at Budhi Gandaki River, approximately 2 km from its confluence with Trishuli River at Benighat. Benighat can be accessed by the Prithivi Highway linking Kathmandu and Pokhara about 80 km from Kathmandu
7409;Approximate location;Desa Waspait Kecamatan  Fena Leisela Kabupaten Buru Maluku;-3.28534,127.55796;;;
7410;Administrative region;Pulau Buru, Maluku, Indonesia;-3.39278,126.78195;;;
7411;Coordinates;Yoko, Cameroon;5.3218,12.06514;;;
7412;Coordinates;Mvangane, Cameroon;2.698,11.93928;;;
7422;Approximate location;Sokh Dom, Krong Saen Monourom, Cambodia;12.46942,107.19275;;;"Coordinates from deleted LO deal duplicate: 12.654730905649577;107.17720508573973
Sokhdom commune of Sen Monorom district"
7425;Coordinates;Yokadouma, Cameroon;2.97665,14.46924;;;Added contract area polygon derived from Cameroon Forest Management Units
7429;Exact location;Abong Mbang, Cameroon;3.76014,13.41453;;;
7443;Country;Burkina Faso;11.60558,-1.11496;;Located in southcentral Burkina Faso;The Kiaka Project is located  approximately 140 km southeast of the country’s capital, Ouagadougou.
7452;Approximate location;Pi Thnu, Kratié Province, Cambodia;12.50436,105.96999;;;"Pi Thnu commune.
Location shp file is a marker for the location only and not the perimeter of the concession"
7494;Administrative region;Benue, Nigeria;7.35083,8.83628;;;Located in Howe, Gwer East local government area in Benue State.
7495;Approximate location;Tsrefe, Ghana;6.5114,0.4998;;;Located in Tsrefe in the Adaklu district of the Volta Region.
7507;Approximate location;Air Upas, Ketapang Regency, West Kalimantan, Indonesia;-2.41199,110.75993;PT. Maya Agro Investama;;Air Upas, Ketapang Regency, West Kalimantan, Indonesia
7507;Approximate location;Marau, Ketapang Regency, West Kalimantan, Indonesia;-2.11758,110.66457;;;
7507;Approximate location;Manis Mata, Ketapang Regency, West Kalimantan, Indonesia;-2.48152,111.04604;;;
7508;Administrative region;Pailón, Bolivia;-17.65861,-62.72651;;;
7509;Administrative region;Ica, Peru;-14.07546,-75.73418;;;
7509;Administrative region;Pisco, Peru;-13.71346,-76.18417;;;
7509;Administrative region;Chincha, Peru;-13.42553,-76.13671;;;
7509;Administrative region;Chiclayo, Peru;-6.77008,-79.85499;;;
7509;Administrative region;Piura, Peru;-5.17829,-80.65489;;;
7510;Administrative region;Barranca, Peru;-10.75254,-77.75992;;;
7513;Approximate location;Purbachal New Town, Bangladesh;23.84578,90.49744;Purbachal New Town, Rajuk;About 16 km from Dhaka city, Flanked by the rivers, Balu and Sitalakhya, the township is partially curved out of Rupganj upazila in Narayanaonj district and Kaliganj upazila in Gazipur district.;The township is partially carved out of Rupganj upazila in Narayanaonj district and Kaliganj upazila in Gazipur district.
7514;Approximate location;Hatiya, Bangladesh;22.28807,91.1401;Defence Training Area;"It lies about 4 km to the south of the Noakhali district mainland and ""nearly 4.5 km west and about 13.5 km north-east of Hatiya.";"It lies about 4 km to the south of the Noakhali district mainland and ""nearly 4.5 km west and about 13.5 km north-east of Hatiya."
7515;Approximate location;Nishanbaria Rd, Bangladesh;21.99954,90.30562;"Payra Thermal Power Plant; Rural Power Company Limited (RPCL), GoB";Coal-based thermal power plant;The proposed power plant project is located at Mauza Nishanbari, Dhankhali and Londa, Kalapara Upazila, Patuakhali district. The site is located on the western bank of River Rabnabad and adjacent to the proposed RPCL Power Plant in the south and APSCL’s proposed Power Plant in the north. The Project area is bound by Andharmanik River to the south, Rabnabad River to the East, and Tiakhali River to the West.
7516;Exact location;N502, Ashekpur, Bangladesh;24.78816,89.35223;Bogura Economic zone;11 kilometer away from the city for the establishment of the proposed site. The place is located just beside the Bogra-Natore highway.;11 kilometer away from the city for the establishment of the proposed site. The place is located just beside the Bogra-Natore highway.
7517;Exact location;Khulna - Mongla Hwy, Bangladesh;22.64853,89.64458;Khan Jahan Ali Airport;The airport would be built in Fayla under Rampal Upazila in Bagerhat district, some 20 km south of Khulna City.;"The airport would be built in Fayla under
Rampal Upazila in Bagerhat district, some 20 km south of Khulna City."
7518;Exact location;Chunarughat, Bangladesh;24.19736,91.51723;Habiganj Economic zone;Habiganj Economic zone;Habiganj Economic Zone is located Chandpur Tea Estate of Chunarughat Upazila, Hobiganj District. The total khet land of Chandpur Tea Estate is 985 acres. Of this khet land, 207.138346 H for Economic zone are situated in the north of the garden, bisected by the old Dhaka-Sylhet highway.
7519;Country;Zimbabwe;-19.01544,29.15486;;;
7520;Exact location;Bheramara, Bangladesh;24.02097,88.99223;Bherama Economic Zone;economic zone;The proposed area is situated within 1 km of Hardinge Rail Bridge and Lalonshah Road Bridge. The Proposed EZ is well connected through river, road, railway and air. It is also near the Irshordi EPZ situated on the opposite side of the Padma River.
7521;Exact location;Moulvibazar Sadar Upazila, Bangladesh;24.62811,91.66652;Srihatta Economic Zone;Shreehatta Economic Zone is located in Sherpur Sadar upazila, east which Sylhet, west of Habiganj, Sunamganj on the north and Moulvibazar district on the south.The zone is situated beside the Dhaka-Sylhet Rail link. Shreemongol railway junction is only 35 km from the zone, Osmani International Airport is only 55 km and Shahjalal International Airport 208 km from the zone. Distance of Tamabil Land Port from the zone is only 100 km with direct access to Kushiara River.;The economic zone is located in Sherpur within Maulovibazar Sadar Upazila of Moulovibazar District.
7524;Exact location;Moheskhali Upazila, Bangladesh;21.58341,91.92947;Matarbari Kohelia Power Station;Moheshkhali upazila, Matarbari, Cox's Bazar, Chittagong, Bangladesh.;Moheshkhali upazila, Matarbari, Cox's Bazar, Chittagong, Bangladesh. It is situated near Kohelia river.
7525;Exact location;Unnamed Road, Batiaghata, Bangladesh;22.76627,89.5761;Khulna-Mongla Rail Track;Mongla-Khulna railway line is Construction of the Rupsha River;Mongla-Khulna railway line is Construction of the Rupsha River.
7526;Exact location;Moheskhali Upazila, Bangladesh;21.58341,91.92947;Maheshkhali Petroleum Depot;From Cox's Bazar, Maheshkhali, Matarbari to Patainga, Chittagong 94 km length two petroleum pipelines will be set up.;64 km pipeline will be under the ocean and 30 km will be under the land of the bay.
7527;Exact location;Jhilmil Residential Area Lake, Keraniganj, Bangladesh;23.6777,90.39684;Jhilmil Residential Project;The project is situated at a distance of 2(two) KM west of China-Bangladesh friendship bridge over the Burigonga river beside the Dhaka-Mawa road at keranigonjupazila, District-Dhaka.;The project is situated at a distance of 2 km west of China-Bangladesh friendship bridge over the Burigonga river beside the Dhaka-Mawa road at keranigonjupazila, District-Dhaka.
7530;Exact location;Sector 18, Dhaka, Bangladesh;23.85809,90.35388;Uttara apartment project;'Uttara Apartment Project' is situated at sector 18 of Uttara. government decided to establish planned housing by constructing multi-storied building;'Uttara Apartment Project' is situated at sector 18 of Uttara.government decided to establish planned housing by constructing multi-storied building.
7531;Exact location;Sonagazi Municipality, Bangladesh;22.84918,91.39276;100 MWp Solar Photovoltaic (PV) based Grid Connected Power Generation Plant;Bangladesh's largest solar and wind power project is set to be established on one thousand acres in Sonagazi's extensive pasture near the Bay of Bengal. Electricity Generation Company of Bangladesh Ltd. (an organization of the Bangladesh Electricity Development Board under the Department of Power) is a government organization through which land acquisition work has already begun to establish this project on a thousand acres of land in Char East Bardhali Mouja of Char Chandia Union in Sonagazi upazila.;Bangladesh's largest solar and wind power project is set to be established on one thousand acres in Sonagazi's extensive pasture near the Bay of Bengal. Land acquisition work has already begun to establish this project on a thousand acres of land in Char East Bardhali Mouja of Char Chandia Union in Sonagazi upazila.
7535;Exact location;Dohazari, Bangladesh;22.16664,92.07329;Chittagong-Cox’s Bazar Railway Line;Railway line from a village in south-east Bangladesh to Cox’s Bazar. 2nd phase will extend the railway to Myanmar's border;"Lot 1 is from Dohazari to Chakaria; Lot 2 is from Chakaria to Ramu and Cox's Bazar."
7536;Exact location;Sonagazi Upazila, Bangladesh;22.87605,91.38552;Feni Economic Zone;"Surrounded by roads, seaports, and railway; Allows easy access to all modes of transportation.";"Sonagazi Upazila, Feni district of Chattogram division
10 km far from Sonagazi upazila, the main project work will be started."
7538;Exact location;Comilla, Bangladesh;23.4376,91.18943;Cumilla EPZ;Cumilla EPZ was established in the year 2000 at the Comilla Airport area near Tomsom Bridge.;Cumilla EPZ is situated near the Comilla Airport area near Tomsom Bridge.
7539;Exact location;Abdul Haque Mollah Rd, Gazaria, Bangladesh;23.52769,90.68989;Abdul Monem Economic Zone;The envisaged economic zone is located in Gazaria, within two mouzas (Bausia and Jajira) of Gazaria upazilla under Munshiganj,The area is popularly known as Daudkandi.he zone is situated 37 km towards east of Dhaka city adjacent to Dhaka-Chattagram highway near the Meghna-Gumti bridge.;The Abdul Monem Economic Zone is situated in Gazaria Upazila, Munshiganj.
7540;Exact location;Louhojang padma bridge;23.46017,90.26276;Padma Bridge, Bridge Division;Padma Multipurpose Bridge Project, the “Dream Bridge” of Bangladesh people, locates at about 40km southwest of Dhaka, the capital city;Padma Multipurpose Bridge Project, the “Dream Bridge” of Bangladesh people, locates at about 40km southwest of Dhaka, the capital city.
7541;Exact location;Ramu, Bangladesh;21.43237,92.10085;Ramu Cantonment;Ramu upazila, Cox's bazar zila, Rajarkul mouja, Vilagerpara, Bangladesh.;Ramu Cantonment is a cantonment located in Ramu of Cox's Bazar, Bangladesh.
7543;Exact location;Araihazar, Bangladesh;23.79166,90.65359;ARAIHAZAR ECONOMIC ZONE (JAPANESE ECONOMIC ZONE);The zone is located in Satgram and Duptara Union of Araihazar upazila, Narayangonj.  The Mouzas are Panchrukhi and  Panchgaog.The project site is near to Dhaka-Sylhet Highway in the north-west direction, Shitalakhya River in west direction whereas settlement, water body and agricultural land in the East, west & south side of the project area. A canal pass through the proposed project boundary and a brance of Meghna River named Brahmaputra river pass through south direction to northwestern direction. The project area is mainly covers agricultural low land.;The Araihazar Economic Zone (AEZ) site is located at Satgram & Duptara Union, under Araihazar upazila, Narayangonj.
7544;Exact location;Mirsharai, Bangladesh;22.77304,91.57415;Bangabandhu Sheikh Mujib Shilpa Nagar;Touching three upazilas- Mirsarai, Sitakundu and Sonagazi- under Chattogram and Feni districts respectively. It is located on the mouth of river Feni covering 25 kilometers of coast lines of Sandeep channel of the Bay of Bengal.;It is along the strategic location of Dhaka-Chittagong industrial corridor. It is located on the mouth of river Feni covering 25 kilometers of coast lines of Sandeep channel of the Bay of Bengal.
7545;Exact location;Jalshiri Abason, Bangladesh;23.80412,90.50216;Jalshiri Abason Limited;Located at the centre of the eastern fringe of the DMDP area. From Hazrat Shah Jalal International Airport (HSIA) it is about 4 k.m. towards South (8 minutes drive) to reach Kuril Flyover. From Kuril Flyover following 300 feet RAJUK PURBACHAL Link Road 7 k.m. (8minutes drive),Jolshiri Abashon is 1.3km to the south of the Purbachal New Town of RAJUK and to the immediate east of the Bashundhara R/A right across the Balu River. It is flanked by the Balu on the west and the Shitalakkhya on the east. From the Dhaka Zero Point, the project is about 21km (route –Zero Point - Mouchak –Rampura – Kuril - Purbachal New Town - Jolshiri) and 15.6km (route –Zero Point – Mouchak – Rampura - Madani Avenue -Jolshiri) away. Further, it is only 7.5 km from the American Embassy and connects this part of the city directly through the east-bound extension of the Madani Avenue up to and beyond River Balu. This proposed road traverses the Jolshiri Abashon’s south perimeter and across the Lakhya River, will connect with the Dhaka-Sylhet National Highway.;Jolshiri Abashon a company registered with the Joint Stock of Bangladesh under the Company Act of 1994 Section-28(KA) which is managed by Bangladesh Army.Jolshiri Abashon is planned envisages for setting up a land development project at Rupganj Upazila of Narayangonj District.The Project is primarily planned  to solve the housing problem of Army officers of Bangladesh Army.
7546;Exact location;Sonargaon, Bangladesh;23.64609,90.5991;Sonargaon Economic Zone;Sonargaon Economic Zone Limited(SEZL), an enterprise of Unique Group, is located strategically near Dhaka on the bank of the mighty river Meghna which flows into the Bay of Bengal and is fairly connected with the main rivers of the country.;With its direct access to Dhaka-Chittagong national highway, the zone is lucrative for any potential investor.
7547;Exact location;Tangail, Bangladesh;24.25135,89.91671;Buriganga River Recovery project;Buriganga river locates in kalihati upozilla tangail district. 2 kilometers upstream from Bangabondhu Bridge.;Buriganga river locates in kalihati upozilla tangail district. 2 kilometers upstream from Bangabondhu Bridge.
7548;Exact location;Dhalghata, Bangladesh;21.66522,91.87635;Maheshkhali Economic Zone;Maheshkhali Economic Zone (Dalghata) located besides the Bay of Bengal and Matarbari Coal based power plant.;
7549;Exact location;Tiakhali, Kalapara, Port Road, Bangladesh;21.98895,90.27929;Payra Sea Port;Payra Sea Port is the 3rd sea port of Bangladesh located in general area in between latitude 21o15’- 22o00’ North and longitude 90o00’- 90o30’ East on the bank of Rabnabad Channel under Kalapara, a sub district of Patuakali.The The nine mouzas are Lalua, Nayakata, Banatipara, Chandupara, Lemupara, Char Baliatali, Dhulashar, Londa and Itbaria.;Payra sea port is located in the east on the bank of Rabnabad Channel with nine mouzas of Kalapara Upazila, Patuakhali.
7550;Exact location;Kaliakair Upazila, Bangladesh;24.1199,90.28079;Bangabandu Hi-Tech City;BHTC is the first ever Hi-Tech Park is located at Kaliakoir upazilla in Gazipur district. It is well connected with all over the country through road, rail and air. It is situated only 40 km North from Dhaka city & 35 km away from Hajrat Shahjalal International Airport.;Bangabandhu Hi-Tech city is located in Kaliarkar Upazila of Gazipur district.
7551;Exact location;Uttar Khan, Dhaka, Bangladesh;23.8727,90.44788;Ashiyan City;The housing project namely “Ashiyan City” has been proposed to be developed by Ashiyan Lands Development Limited (a private housing company) in the mouzas of Uttar Khan, Dakkhin Khan, Barua and Bauthar (low agricultural lands and wetlands) of Dhaka City.;Developed by Ashiyan Lands Development Limited (a private housing company) in the mouzas of Uttar Khan, Dakkhin Khan, Barua and Bauthar.
7552;Exact location;Daulatkhan Upazila, Bangladesh;22.70481,90.73296;Bhola Economic Zone;The economic zone  is located in Bheduria Bankerhat of Bhola near the payra port.;Bhola Economic Zone is located in Bheduria Bankerhat  in Bhola.
7553;Exact location;Dhaka - Patuakhali Hwy, Bakergonj, Bangladesh;22.46963,90.33903;Sheikh Hasina cantonment, GOB;Sheikh Hasina Cantonment  is located in Lebukhali, Patuakhali.It is located on the bank of the Payra River at Lebukhali in Dumki upazila of the southwestern coastal district of Patuakhali.;Sheikh Hasina Cantonment  is located in Lebukhali, Patuakhali.
7555;Exact location;Modhumoti Model Town St, Dhaka 1205, Bangladesh;23.74471,90.38527;Modhumoti Model Town;Modhumoti Model Town is located in Aminbazar, Savar with two Moujas called Bilamlia and Boliarpur.;Modhumoti Model Town, a private housing project raised in Aminbazar area of Savar.
7556;Exact location;Bandarban Sadar Upazila, Bangladesh;22.24685,92.24335;5 star hotel project;Saingya Tripura Para, Laimi Para, and Hati Bhanga Para at Bandarban sadar upazila.;The three villages -- Saingya Tripura Para, Laimi Para, and Hati Bhanga Para – are home to 170 families and span over 250 acres of land.
7557;Exact location;Baher Char, Bangladesh;22.49128,90.3819;Chandpur Economic Zone;Bangladesh Economic Zone Authority (BEZA) has planned to set up a solar power zone in Baher Char area of Matlab Upazila in  Chandpur district.This zone is near to Dhaka- Chittagong Highway.;Chandpur Economic Zone is located in Chandpur District. Bangladesh Economic Zone Authority (BEZA) has planned to set up a solar power zone here with a target of generating at least 1000 megawatts (MW) of electricity.
7558;Exact location;Saidpur - Nilphamari Rd, Bangladesh;25.82018,88.87658;Nilphamari Special Economic Zone;A Special Economic Zones (SEZ) will be built at Dhelapir area of Syedpur upazila of the district soon to boost the disadvantaged Nilphamari district.The site of the SEZ has been selected at Subornokhuli Kadikhola village in Sadar upazila, 10 kilometres south of Nilphamari municipality.;Nilphamari Special Economic Zone will be set up in Saidpur Upazila of Nilphamari District.
7559;Exact location;Taltali Upazila, Bangladesh;22.02374,90.13078;Extension of Khulna Shipyard;A large shipyard would be built on 162 acres of land at Taltoli area of Barguna district. The zone is adjacent to Payra River.;Khulna Shipyard Limited planned to extend shipyard to Barguna District with 65.5591 H land.
7559;Exact location;Khulna - Mongla Hwy, Mongla, Bangladesh;22.50491,89.5917;;;
7560;Coordinates;East Kalimantan, Indonesia;-0.07294,115.90184;pt sendawar adhi karya;melak ilir, Kecamatan mook manaar bultn, Kabupaten Kutai Barat;Ds. melak ilir, Kecamatan mook manaar bulatu, Kabupaten Kutai Barat
7561;Administrative region;East Kalimantan, Indonesia;0.53866,116.41939;;Kec. Balikpapan Selatan, Balikpapan, Kalimantan Timur;
7562;Administrative region;Central Kalimantan, Indonesia;-1.68149,113.38235;;barito utara;
7564;Administrative region;East Kalimantan, Indonesia;0.53866,116.41939;;kutai negara;
7566;Approximate location;South Bolaang Mongondow Regency, North Sulawesi, Indonesia;0.40532,123.84113;;bolaang mongondow;
7568;Coordinates;Central Kalimantan, Indonesia;-1.882,111.356;;Lamandau-Central Kalimantan;
7569;Administrative region;Central Kalimantan, Indonesia;-1.68149,113.38235;;Kota Waringin Barat-Central Kalimantann;
7578;Administrative region;Ojuelos de Jalisco, Jalisco, Mexico;21.86573,-101.59402;;;
7579;Administrative region;Guadalupe, Nuevo Leon, Mexico;25.67483,-100.21551;;;
7579;Administrative region;Genaro Codina, Zacatecas, Mexico;22.48729,-102.45473;;;
7579;Administrative region;Villanueva, Zacatecas, Mexico;22.35396,-102.88412;;;
7580;Exact location;East Kotawaringin Regency, Central Kalimantan, Indonesia;-2.12255,112.81055;;KotaWaringin Timur kalimantan Tengah;
7581;Administrative region;Lamandau Regency, Central Kalimantan, Indonesia;-1.85264,111.2845;;Lamandau Kalimantan Tengah;
7582;Coordinates;Mentaya Hulu, East Kotawaringin Regency, Central Kalimantan, Indonesia;-1.96821,112.26635;;Kotawaringin-Seruyan Kalimantan Tengah;
7583;Administrative region;Kendawangan, Ketapang Regency, West Kalimantan, Indonesia;-2.29985,110.42595;PT. ANDES AGRO INVESTAMA;;
7585;Coordinates;South Halmahera Regency, North Maluku, Indonesia;-0.31884,127.93086;PT. SURYA KIRANA DUTAMAS;;
7586;Administrative region;Ketapang Regency, West Kalimantan, Indonesia;-1.56976,110.52155;;;District Kendawangan and Air Hitam, Marau, and Ketapang, West Kalimantan
7587;Administrative region;West Kalimantan, Indonesia;-0.27878,111.47529;;pontianak;
7590;Administrative region;Banyu Asin Regency, South Sumatra, Indonesia;-2.60956,104.75209;PT. BUMI PERSADA PERMAI 1;;PT Bumi Persada Permai 1 (BPP 1) obtained the work area definitively on the 17th September 2004, through the Minister of Forestry Decree SK.337 / Menhut-II / 2004 broadly area of ​​59,345 ha, which subsequently experiences an addendum through a Ministerial Decree Forestry Number: SK.688 / Menhut-II / 2010, BPP area is ± 60,433 Ha, which is located in Banyuasin Regency, South Sumatra.
7591;Approximate location;Vii Koto Ilir, Tebo Regency, Jambi, Indonesia;-1.01622,102.1404;PT. TEBO MULTI AGRO;Kec. VII Koto Ilir  Kab. Tebo;
7593;Administrative region;Sumatera Utara, Indonesia;2.6097,98.69556;PT. TOBA PULP LESTARI Tbk;Aek Nauli, Tele , Aek Raja, Habinsaran, Sarulla,;
7594;Approximate location;West Sulawesi, Indonesia;-2.84414,119.23208;;;
7596;Administrative region;Bengkalis Regency, Riau, Indonesia;1.41392,101.61578;PT. SEKATO PRATAMA MAKMUR;;
7597;Administrative region;West Kalimantan, Indonesia;-0.27878,111.47529;;;
7598;Administrative region;Seruyan Regency, Central Kalimantan, Indonesia;-3.01235,112.42915;;;
7599;Administrative region;West Kutai Regency, East Kalimantan, Indonesia;-0.40518,115.85218;;kutai barat;
7600;Administrative region;Ogan Komering Ilir Regency, South Sumatra, Indonesia;-3.45597,105.21948;PT Bumi Mekar Hijau;Kabupaten Ogan Komering Ilir, Provinsi Sumatera Selatan;
7601;Administrative region;Seruyan Regency, Central Kalimantan, Indonesia;-3.01235,112.42915;;seruyan dan kotawaringin barat;
7602;Administrative region;North Arut, West Kotawaringin Regency, Central Kalimantan, Indonesia;-2.02677,111.90455;;kotawaringin barat;
