Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement (in years);Comment on contract
6771;;2007-07-19;2017-07-19;10;"Size - 2,28 ha
Cadastral number - 6123080400:01:001:0435
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 2,00 ha
Cadastral number - 6123080400:01:001:0228
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-09;2017-07-09;10;"Size - 1,87 ha
Cadastral number - 6123080400:01:001:0301
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-11-21;2017-11-21;10;"Size - 2,18 ha
Cadastral number
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-08-31;2017-08-31;10;"Size - 1,99 ha
Cadastral number
Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 2,32 ha
Cadastral number 6123081700:01:001:0187
Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 1,97 ha
Cadastral number 6123081700:01:001:0056
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 2,37 ha
Cadastral number 6123081700:01:001:0150
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 2,31 ha
Cadastral number 6123081700:01:001:0016
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 2,37 ha
Cadastral number 6123081700:01:001:0180
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 2,35 ha
Cadastral number 6123081700:01:001:0284
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-10-24;2017-10-24;10;"Size - 1,92 ha
Cadastral number 6123080200:01:001:0050
 Teritory -  Avgustivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 2,27 ha
Cadastral number 6123080400:01:001:0049
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-10-24;2017-10-24;10;"Size - 1,84 ha
Cadastral number 6123080200:01:001:0033
Teritory -  Avgustivskyi Village Counsil Koziv District Ternopil Region"
6773;;2018-02-06;;;Agroprosperis Bank and Mizotske RTE signed the first crop receipt in Rivne region for UAH 1.39 mln, secured by the future corn harvest of 2018.
6777;;2011;;;
6780;;;;49;
6782;;;;49;
6783;14-146;;;49;
6796;;2015-12-25;2022-12-25;7;Size - 3,03 Teritory - the Kryvenskyi Village Council,  Pidvolochysk District, Ternopil Region
6796;;2011-09-01;2021-09-01;10;Size - 2,12 Teritory - Pidvolochysk District, Ternopil Region
6796;;2010-08-02;2020-08-02;10;Size - 5,85 Teritory - Pidvolochysk District, Ternopil Region
6796;;2009-01-03;2019-01-02;10;"Size - 2ha  reclaimed  land
Teritory - Pidvolochysk District, Ternopil Region"
6839;;2017-11-10;;;
6846;;2006-01-04;2016-01-04;10;More information  can be obtained from judicial decisions  in the attached documents.
6846;;2007-11-30;2017-11-30;10;More information  can be obtained from judicial decisions  in the attached documents.
6846;;2010-08-10;2020-08-10;10;More information  can be obtained from judicial decisions  in the attached documents.
6846;;2012-02-28;2022-02-28;10;More information  can be obtained from judicial decisions  in the attached documents.
6846;;2008-01-10;2018-01-10;10;More information  can be obtained from judicial decisions  in the attached documents.
6846;;2011-11-11;2050-11-11;49;http://www.oda.te.gov.ua/data/upload/catalog/main/ua/11137/_907.doc
6854;;2015-01-22;2017;2;"Cadastral number -  5924184700:02:001:0565
See judicial decision about elimination of the Contract."
6866;;2011-12-16;;;
6915;;2005-08-15;;;
6916;;;;30;
7004;PDE 37242;2012-03-21;2052-03-20;40;With a 40-year extension. However, one document claims the validity of this license is considered suspect since it was granted by a transitional government led by Andry Rajoelina, who rode to power in a coup in 2009.
7015;;2016;2031;15;15-year lease by Botswana Development Corporation in 2016
7032;;2005-05-31;2030-05-30;25;
7051;;2019-04-30;;;
7054;;2019;2022;40;
7060;212/29;2008-12-04;;;Several contracts found were signed on the same day. We don't know the contracts expiration date
7060;210/29;2008-12-04;;;
7060;208/29;2008-12-04;;;
7060;211/29;2008-12-04;;;
7060;206/29;2019-08-27;;;
7060;103/29;2018-05-03;;;
7061;0051/2013;2013-12-31;;;Minimum duration of the contract is 25 or 49 years.
7062;0519/2009;2009-10-06;;;Duration can be 25 or 49 years
7074;1501/2012;2012-11-12;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
7078;1469/2012;2012-11-23;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
7079;1321/2012;2012-09-14;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
7080;1322/2012;2012-12-20;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
7081;0089/2009;2009;2058-12-16;49;
7082;0191/2008;2008;2026-02-14;18;
7083;0190/2008;2008;2054-04-20;46;
7084;0197/2008;2008;2031-08-23;23;
7085;;2013-04-11;;;
7088;0189/2008;;2031-05-24;23;1129/2011 new number of contract
7088;1129/2011;;2031-05-24;23;additional to 0189/2008
7089;0226/2008;2008;2026-04-11;18;
7090;SPL264;;;;"special prospecting license 264 which covers three previously worked mines in Nandi County in Western Kenya; Equatorial, Rock Corry and Boma Mines.  Location License 1113/1-8, a temporary mining license pending approval
to a full mining license"
7100;80010004209115;2014-06-17;;49;
7105;0227/2008;2008;2054-03-10;46;Size - 23079 ha with authorized use of wood 18 000 m3.
7106;0166/2008;2008;2045-03-27;37;
7107;0163/2008;2008;2025-07-11;17;
7111;0295/2008;2008;2029-01-21;20;
7112;0202/2008;2008;2026-04-03;18;
7113;0164/2008;2008;2025-05-03;17;
7114;1594/2013;2013;2038-09-02;25;
7115;0215/2008;2008;2026-03-19;18;
7116;0216/2008;2008;2031-08-02;23;
7118;0196/2008;2008;2027-04-09;19;Ulchskoje Region, Khabarowskoje
7119;0162/2008;2008;2053-07-21;44;
7120;80010003809918;2012-10-10;;99;
7121;0213/2008;2008;2026-03-19;18;
7122;0214/2008;2008;2031-07-27;23;
7123;0217/ 2008;2008;2026-03-20;18;
7124;0235/2008;2008;2026-04-10;18;
7126;0234/2008;2008;2027-01-26;19;
7127;0236/2008;2008;2025-12-01;17;
7128;0136/2008;2008;2025-04-04;17;
7129;0323/2008;2008;2055;47;"This territory divided into 3 contracts with different expiry date. But we do not have so much information to provide details about each district with exactly expiry date.

1. 2026-05-12
2. 2055-05-12
3. 2031-05-12"
7131;0215/2008;2008;2026-12-31;18;Kerbynskoje Forestry, Im. Poliny Osypenko District, Chabarovski Region
7132;2438/2014;2014;2040-01-18;26;
7133;0209/2008`;2008;2026-11-06;18;
7134;0207/2008;2008;2028-12-23;20;
7136;0201/2008;2008;2026-04-03;18;
7137;0006/2008;2008-09-26;2057;49;
7140;0005/2008;2008;2057;49;"Bolenskoje Forestry; Duky Forestry; Khabarovskyi Region"
7141;2199/2008;2014;2054;40;Amgunskoje Forestry, Khabarovskyi Region
7142;0004/2008;2008;2057;49;
7143;;2013-11-04;;;
7144;0014/2008;2008;2057;49;
7145;0003/2008;2008;2033;25;Solnechnyi District, Charpynskoje Forestry, Khabarovskyi Region
7146;;2019;2026;7;
7147;8001000093974;2015-10-19;;;
7149;R1000000341061;;2017-11-24;99;
7151;40;2008-09-22;2053-11-29;45;
7152;191;2011-03-28;2021-03-27;10;
7153;193;2011-03-28;2060-03-27;49;
7154;194;2008-09-22;2060-03-27;52;
7155;171;2010-12-21;2059-12-20;49;Information is from the judicial decision.
7156;50;2009-12-15;2031-06-10;22;
7157;49;2009-12-15;2031-06-10;22;Information is under the judicial decision and forest management plan.
7158;48;2009-12-15;2031-01-25;22;Information is under the judicial decision and forest management plan.
7159;20088/0090/0091/2011;2011-09-23;2031;20;"The land area is divided into 3 districts and the expiration date differs for each of them
For 1-st - 20 years, for 2-nd - 20 years, for 3-d - 35 years."
7174;;2014-12-20;;;"Cadastral number 0524382900:04:000:0033: the state body which was registered this right - Tulchynskyi Region, Vinnytska Oblast
Size = 4.2641 ha"
7174;;2015-10-30;;;"Cadastral number is 6824785000:04:004:0061. 
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.7963 ha"
7174;;2014-05-08;;;"Cadastral number is 6824785000:04:004:0297
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.7962 ha"
7174;;2013-12-30;;;"Cadastral number is 6824785000:04:004:0305
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.7963 ha"
7174;;2013-07-19;;;"Cadastral number is 6824785000:04:004:0201
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.9787 ha"
7174;;2017-02-18;;;"Cadastral number is 6824785000:04:004:0199
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 3.1539 ha"
7174;;2015-09-13;;;"Cadastral number is 6824785000:04:004:0258
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.3834 ha"
7184;;2010-01-28;;;"(1)_1,5527ha--The contract was signed with ""Dnister-Agro"" LLC, but ""Agrokriazh"" is successor. 
Cadastral  number - 0524984000:09:002:0128.
According to judicial decision this contracts was recognised like invalid."
7184;;2015-03-02;;;"(2)_0,81ha--Cadastral  number - 0522886200:04:002:0027.
According to judicial decision this contracts was recognised like invalid."
7186;;2012-04-10;;;"Information is from judicial decision. 
The Contract was signed with collective agricultural enterpise."
7203;;2013;;21;
7221;MPSA No. 034-95-X;1995-12-29;2020-12-29;25;Contract expired in December 2020 but operator submitted letter of intent to renew to Mines and Geosciences Bureau in 22 December 2020.
7222;MPSA No. 171-01-IVB;2001-01-16;2026-01-16;25;"Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.

In Palawan, the DENR is cancelling the government’s mining contracts with Central Palawan Mining and Industrial Corp., reported last 2017."
7223;MPSA No. 023-94-X (SMR);1994-05-11;2019-05-11;25;
7229;MPSA No. 183-2002-XI;2002-12-09;2027-12-09;25;
7249;;2016-06-30;;;According to the information from Public Cadastral Map. Size under the Contract - 3.326 ha
7249;;2016-02-26;;;According to the information from Public Cadastral Map. Size under the Contract - 3.0497 ha
7295;;2009-10-22;2059-10-22;50;"70 year contract duration from MAFF website 
https://data.opendevelopmentmekong.net/dataset/ae47bf79-72a4-461e-81c7-0e6e593166c2/resource/0e6323ae-9afc-492a-a081-71d19651ddb6/download/pdacambodia21.06.2011.pdf"
7331;;2010-11-30;;;
7333;Sub-decree No. 32;2011-02-22;;;Sub-Decree on Determining Management Zone in Nature Protection Area as Sustainable Use Zone: Determining 63 hectares as sustainable use zone in Dorng Peng Multiple Use Area in Chroy Svay commune, Sre Ambel district, Koh Kong province, and granting the land for fisheries farming and participating in coastal mangrove forest conservation to Chan Roth Group company.
7339;;2011-11-08;;50;
7341;;2010-01-23;;;
7349;;2010-11-11;;50;
7350;;2011-09-22;;50;
7359;;2003;2031;30;"Possibility of renewal. The contract was revised in December 2015.
The Ahafo mine operates on three mining leases between the Government of Ghana and Newmont Ghana Gold Ltd."
7360;;2010;2025;15;
7389;10-041;2010-12-20;2040-12-20;30;
7391;10.042;2001-10-05;2031-10-05;30;FMU number 10.042
7392;10-061;2001-10-12;;;FMU 10-061, logging certificate 1021
7396;;2004-04-08;2019-04-07;15;"The company have re-applied for an extension of the term of its mining lease.
The Chirano mining lease expired on April 7, 2019 and an application to extend the term of the mining lease was filed prior to its expiration. On August 9, an extension for an additional 15 years was received, subject to finalizing details of a new mining lease with the Government of Ghana. A proposed new mining lease submitted by the Government of Ghana was signed in December 2019. The lease is currently awaiting final ratification by Parliament."
7396;;2019-08-09;2034-08-08;15;On August 9, an extension for an additional 15 years was received, subject to finalizing details of a new mining lease with the Government of Ghana. A proposed new mining lease submitted by the Government of Ghana was signed in December 2019. The lease is currently awaiting final ratification by Parliament.
7398;;2012-12-31;;50;The contract was originally signed 2011, in 2012 the contract was surrendered and a new contract was signed 31/12/2012.
7401;1056;2010-12-20;2040-12-20;;It has as concession number 1056. This area is FMU number 10.044
7402;1027;;;;It has as concession number 1027. FMU number 07-002
7403;;2000-03-14;2030-03-14;30;FMU number 10.009
7407;551.31/0584/Disbun.C;2006-03-15;;;
7413;09-019;2000-10-25;;;
7414;09-024;2011-12-02;2041-12-02;30;
7421;;2007-09-07;;70;
7426;1040;2000-10-12;;;FMU 10-026, concession number 1040, exploitation notice No 2385. FMU number 10.026  attributed to ALPICAM in 2000-10-12 and classified in 2005-01-26
7427;10-031;2016-05-03;2031-05-02;15;FMU number 10.031 attributed in 2010-10-21 and classified in 2017-01-17. The Cahier de Charges is valid for 15 years from 3 May 2016
7430;10-046;2000-12-15;;;FMU number 10.046  attributed to SCTB Sarl in 2000-12-15 but classified as an FMU in 2017-01-17
7431;10-062;2000-10-20;;;FMU number 10.062 classified as a FMU in 2004-12-08 and attributed to PANAGIOTIS MARELIS IN 2000-10-20
7434;;2014-08;;;
7439;;2012-03-16;;;
7444;MPSA No. 194-2004-VII;2004-05-22;2029-05-22;25;
7450;;2011-03-01;;;
7454;;2011-10-24;;;
7455;;2010-01-29;;;
7468;;2011-12-13;;50;
7471;;;;50;
7478;;;;50;The Office of the Council of Ministers decided to permit Investment and Development Dai Thanh (Cambodia) J.S.C Ltd to continue procedures in forces over land areas after compensation or cutting non-cultivated land and then re-sign the contracts, and reduce the term of economic land concessions (ELCs) up to 50 years.
7482;;2008-09-23;;;
7491;;2008-07-04;;50;*In Cambodia, the company was granted an ELC of 4,162 hectares in Bousra commune in July 2008 for 70 years. Based on the results of the inter-ministerial committee meeting for assessment, measurement and evaluation of the economic land concessions (ELCs) dated on 9 March 2015, the Office of the Council of Ministers decided to permit companies to continue procedures in forces over land areas after compensation and then re-sign the contracts, and to reduce the term of ELCs up to 50 years.
7492;;2010-12-03;;;
7493;;2011-05-30;;;
7500;1048;2000-10-10;;;Classified as a FMU in 2005-01-26. This concession was initially attributed to SIBAF and later handed over to ALPICAM in 2005. Concession number 1048
7506;172 year 2006;2006-06-14;;;this is number of Permitted Area (Izin Lokasi)
7506;422 year 2008;2008-11-11;;;this is number of Permitted Area (Izin Lokasi)
7506;416 year 2009;2009-11-09;2034-01-01;2034;this is number of Permitted Area (Izin Lokasi)
7506;420 year 2010;2010-07-28;;;"this is number of Plantation Business Permit
(Izin Usaha Perkebunan)"
7589;SK. 1616/Kpts-II/2001;2001-10-31;;;
7604;sk 47/menhut-ii/2006;2006-03-06;;;First contract signed in 1992 (sk hti 224/Kpts-II/92, 21-2-1992)
7626;Portant Concession De Baux Emphyteotiques [Convention 0006];2012-11-13;2062-11-12;50;Once renewable for a maximum of 49 years
7627;;2019;;;
7628;;2012-11-13;2062-11-12;50;Renewable once for maximum 49 years
7629;;2015-04-22;2065-04-21;50;Mouila Lot 3 - 23,780ha. Period of 50 years, renewable once
7629;;2016-09-27;2065-09-26;49;Mouila Lot 3 Extension - 14,530ha. 49 year lease, renewable to 99 year.
7651;;2007;;;
7657;;2017-04-26;2024-04-26;7;Under the judicial decision.
7668;;2016-07-01;;10;"Under the judicial decision, the Contract was concluded between natural person and Company 2016-07-01; overall size = 5,3698 ha; cadastral numbers are 4825486300:07:000:0675, 4825486300:01:000:1814, 4825486300:05:000:0641, 4825486300:01:000:1813 in Mykolaivska Region. Under the judicial decision this contract was recognised as unvalid 2018-06-14 (according to the information from decision there was forgery of documents)."
7668;;2009-01-12;;5;"Under the judicial decision, the contract was concuded between natural person and Company in 2009; overall size = 5,67 hа; cadastral numbers are 4825486300:01:000:0352, 4825486300:07:000:0443 in Mykolaivska Region."
7672;;2016-11-15;2115-11-15;99;
7680;;2009-05-15;;;"The contract was concluded (oral agreement) between Company and the Head of local government regarding lease of reserve land without any payments: size 39 ha; this decision was illegal - the norms of land law was violated."
7680;;2014-06-04;2017-11-02;3;The lease of lang belonging to the State. Size - 30 ha. Lease payment - 5% from monetary valuation of the land.
7689;;2013-10-09;2018-10-09;5;"Under the judicial decision, the contract was concuded; land plots - 6822181300:03:015:0240, 6822181300:03:015:0241, 6822181300:03:015:0242."
7701;;2014-03-28;2029-03-28;15;The owner of land was State, cadastral number 7123180500:03:002:0391 size 2,1360 ha.
7729;;2019-03-29;2029-03-29;10;Size - 438 ha. It was decision issued by local government. But after checking several  cadastral numbers it was definied that not all land plots are leased by Hetmanske LLC. Some of them are leased by subsidiary company.
7729;;2017-11-01;2025-11-01;7;Size - 231,61 ha. Lease of escheat. It was decision of local government.
7741;4АА002345-040671500012;2006-11-11;2023-12-19;17;"Under the information from local documents, the first contract was signed in 2006; the duration of this contract - 10 years. In 2016 the agreement to continue land lease was concluded; the duration of this contract is 7 years. Cadastral numbers -  6520680200:02:001:0002, 6520680200:02:001:0003, 6520680200:02:001:0004, 6520680200:02:001:0008, 6520680200:02:001:0005. Overall size = 307,8440 ha."
7741;4АА002118-040771500002;2007-08-08;2056-08-08;49;Cadastral number - 6520685200:04:032:0008. Size - 1,9674 ha.
7741;4АА002118-041071500115;2010-09-22;2059-09-22;49;Cadastral number - 6520685200:04:056:0100. Size - 1,0956.
7745;;2007-08;2010-04-16;;The decision was issued by the Head of the village council, but without the decision of the session of the Gubnitsky village council and the Order of the Haysyn district state administration. The owner of the land was State, so there was a violation of the law  - abuse of authority by the Head of the village council. Under the judicial decision, this contract was recognized as invalid.
7745;;2009-05-15;2010-04-16;;There was the decision of the session of the Gubnitsky village council, but without the Order of the Haysyn district state administration. The owner of the land was State, so there was a violation of the law  - abuse of authority by the Head of the village council. Under the judicial decision, this contract was recognized as invalid.
7750;;2015-01-10;2114-01-10;99;
7778;;2011-10-01;;99;
7785;;2016-11-15;2115-11-15;99;
7786;;2016-08-01;2115-08-01;99;
7801;"9735C;  9229C;  9228C";2019;2044;25;All the licences are valid until 2044 with the potential to extend for an additional 25 years
7807;;;;25;
7810;0208/2008;2008;2030;22;Size - 61 604 ha with authorized use 40 000 m3 of wood.
7821;0165/ 2008;2008;2026-12-31;18;"Size - 110 168 ha with authorized use 125 000 m3 of wood. The company was operating before 2014 on this territory is ZAO""Dvik"" (in 2014 this company was dissolved)."
7822;2975/2018;2018;2067-03-19;49;Size - 152 033 ha with authorized use of wood 150 000 m3.
7823;2974/2018;2018;2067-03-19;49;Size - 282 046 ha with authorized use 300 000 m3 of wood.
7827;;2017-12;;25;25 year Mining concession awarded in December 2014 (renewable for a further 25 years). Mining contract approved by the Council of Ministers and signed in December 2017.
7830;288;;2067-03-30;;Size - 200 415 ha with authorized annual use of wood - 196,4 m3 (maximum duration lease agreement is 49 years)
7831;289;;2067-03-29;;Size - 412 378 ha with authorized annual use of wood - 303 m3 (maximum duration lease agreement is 49 years)
7833;290;;2067-03-29;;Size - 12 480 ha with authorized annual use of wood - 18,8 m3 (maximum duration lease agreement is 49 years)
7834;291;;2067-03-29;;Size - 16 261 ha with authorized annual use of wood - 30,3  m3 (maximum duration lease agreement is 49 years)
7835;292;;2067-03-29;;Size - 190 827 ha with authorized annual use of wood - 112,9 m3 (maximum duration lease agreement is 49 years)
7836;39;;2053-11-29;;Size - 56917 ha with annual authorized use of wood 61.5 thousand m3.
7837;5967C;2013;;25;
7845;;;;15;2800 land lease agreements
7847;;2011-08-22;2036;25;
7850;MC9132C;2019-02-27;;25;The mining concession be granted for an initial period of 25 years (renewable for subsequent periods of 25 years).
7851;;2013-12-06;2038-12-06;25;25 years (renewable)
7852;П-20/2;2008-12-16;2057-12-16;49;"Cadastral numbers - [22:49:010201:1]; [22:49:010201:3]; [22:49:010201:4]; [22:49:010201:5]; [22:49:010201:6]; [22:49:010201:7]; [22:36:120001:381]; [22:36:120002:475]; [22:36:120005:1]; [22:49:120006:1]."
7853;П-20/3;2008-12-16;2057-12-16;49;"Cadastral numbers - [22:16:010001:1]; [22:16:010002:8]; [22:16:020010:959]."
7854;8770C;2018-03;;;
7855;;;;27;
7857;П-20/4;2008-12-16;2057-12-16;49;There were 8 additional agreements to the Contract.
7859;П-20/1;2008-12-16;2057-12-16;49;There were 10 additional agreements to the Contract.
7860;№ 21/1;2009-12-01;2058-12-01;49;There were 7 additional agreements to the Contract.
7867;;2016-10-19;;20;The power purchase deal signed between Bangladesh Power Development Board (BPDB) and Singapore based company HDFC SinPower Ltd. The deal had a condition that the power plant will be in operation within 18 months.
7868;;2011-04-01;;;It is an allocation.  (cf contrat in the source)
7893;;2017-03-25;2032-03-24;15;
7894;;2018-01-17;2033-01-16;15;
7896;;2018-09-12;;;Bangladesh Economic Zones Authority (BEZA) and Siam Siam International signed an agreement for turning the natural island into an exclusive tourism park on 12 Sep 2018. (Source: Daily Sun on 12 Sep 2018)
7900;4703C;2011-11-11;2036-11-11;25;
7909;;;;50;Sub-leased to Brazil Agro for rice cultivation
7917;2-2008-12-167-З;2008-12-16;;55;Forest management plan says about 55 years
7921;14/HGU/BPN/2002;2002;;;
7922;64/HGU/BPN/05;2005;;35;
7923;HGU No 37 (2007);2007;;;Plantation Permitted (Izin Usaha Perkebunan) no. 525.26/605/X/ EKBANG/2005, date 15th October 2005, ± 5,734.84 ha
7924;HGU No 44 (2008);2008;;;
7927;2-2008-12-168-З;2008-12-16;;55;Forest management plan says about 55 years
7928;2-2008-12-169-З;2008-12-16;2055;47;
7929;2-2008-12-164-З;2008-12-16;;47;
7930;2-2008-12-163-З;2008-12-16;;47;
7933;9/HGU/BPN/2000;2000;;;
7936;63/HGU/BPN/2000;2000;;;
7938;;;;40;
7952;13/HGU/BPN/2002;2002;;;
7953;2-2008-12-130-З;2008-12-16;;;
7954;2-2008-12-130-З;2008-12-16;;;
7957;38/HGU/BPN/2000;2000;;;
7960;49/HGU/BPN/2000;2000;;;
7961;2-2008-12-131-З;2008-12-16;;;
7964;217/Menhut-II/2007;2007;;;
7967;;2007-11-03;2037-11-03;30;
7969;60/З-2010-04;2010-04-29;;;
7972;2-2008-12-128-З;2008-12-16;;;
7973;83/HGU/BPN/2004;2001;;;IUP (plantation permit) authorization on May 28, 2001
7974;2-2008-12-226-З;2008-12-16;;;
7976;Decree No. 208 / Menhut-II / 2007;2007-05-25;;;
7977;323/Menhut-II/2004;2004;;;
7980;SK.70/Menhut-II/2007;2007;;;
7982;13/HGU/BPN/2003;2003;;;
7987;HGU No. 68 to 72;2009;2044;;Land Right Title HGU No. 68 to 72 year 2009 covering at first only 11,503.48 ha
8008;525/481/EK/2006;2006-12-20;;;Seruyan  Regent  Decree  No.  525/481/EK/2006  on  Granting  of  IUP (plantation permit)  to PT Agromandiri  Perdana  (Taxpayer  Identification  No.  01.696.390.2-712.001) for oil palm commodity, covering an area of ±17,221 hectares in  Terawan  Village  of  Danau  Sembuluh,  Seruyan  Regency,  dated  20 December 2006.
8010;FTAA-002-95-XI;1995-03-22;2020-03-22;25;Originally awarded to Western Mining Corporation.
8010;FTAA-002-95-XI (Amended);1995-03-22;2032-03-22;32;The term of the FTAA was extended for a period of 12 years on June 8, 2016. SMI requested for a 12-year extension of the term of FTAA No 02-95-XI to restore the equivalent period of time lost due to force majeure in view of the various problems it is encountering in the contract area...such as the legal conflicts, the ban on open-pit mining, the issuance of the CLOAs (Certificate of Land Ownership Awards), peace and order problem and delays in government approval.
8033;;2005;;;Its land permit was granted with the Decree of District Head of Gunung Mas No. 180 of the year 2005, dated 31 August 2005, covering a total of 20,000 ha. This was later extended by the Decree of District Head of Gunung Mas No. 113 of the year 2009, dated 15 June 2009, covering the same land area. On 2013, PT ALS received its land permit extension from the head of Gunung Mas District through the decree number 44/2013 with the total area of 19.752 ha
8034;No.  227.B/BPN/2010;2010;;;
8043;84/HGU/BPN/2004;2004;;;Lease for oil palm (for HGUs) - 84/HGU/BPN/2004
8044;92/HGU/BPN/2004;2004;;;Although there exist four estates the land was acquired on the same contract.
8046;34/HGU/BPN/2005;2005;;;
8050;;2004-09-03;;;The business activities of PT AKPL are based on a Location Permit from the Head of Kotawaringin Timur District under the Decree of Kotawaringin Timur District Head No 613.460.42 in Sampit dated 3 September 2004 (for a total plantation area of ±20,000 ha) and the Decree of Kotawaringin Timur District Head No 393.400.9.62.02/VII/2010 concerning a Land Permit.
8055;525/077/EK/2005;2005;;;Plantation Business License (Izin Usaha Perkebunan Budidaya—IUP): Decree of the Seruyan District Head No. 525/077/EK/2005. Land Use Title (Hak Guna Usaha—HGU) is in process (based on old RSPO reports).
8057;525.26/210/III/EKBANG/2007;2007-03-06;;;Plantation business permit for 14.300 Ha issued by Kotawaringin Timur District (No. 525.26/210/III/EKBANG/2007 dated 6th March 2007). Land use title (HGU) is in process based on old RSPO report
8059;;;;;GFW data does not contain any HGU information and there could not be gathered any addtional information based on reports
8063;;2013;;50;
8066;29/HGU/BPN/2003;;;;
8068;85/HGU/BPN/2004;2004;;;
8071;223/DISBUN-D/2012;2012-05-01;;;Plantation   Business   Concession   for   Cultivation   (IUP-B) based  on  Ketapang  Regent  Decree  No.  223/DISBUN-D/2012  dated  1  May 2012 which granted PT KGP with a total area of 10,000 hectare.
8072;224/DISBUN-D/2012;2012-12-30;;;Extension of Land Permit based on Ketapang District Head’s Decree no. 528 dated 30 December 2009 covering ± 20.000 ha. Plantation Business Permit: Ketapang District Head’s Decree Number: 224/DISBUN-D/2012  dated  1 May 2012.
8079;;;;;cant't find a HGU number but the GFW data mentions that there is a HGU contract
8082;;;;50;
8084;;2020-02-21;;;The Massawa Mining License was granted to Randgold on February 21, 2020 (and subsequently transferred to Massawa SA on March 3, 2020) and is governed by the Kanoumba Mining Convention and amendment no. 1 thereto, dated April 14, 2010 and February 13, 2020, respectively (collectively referred to herein as the Kanoumba Mining Convention).
8086;230/DISBUN-D/2012;2012-05-07;;;PT  CNG  has  obtained  Oil  PalmPlantation  Business  for  Cultivation  (IUP-B) in  accordance  with  Ketapang  Regent’s  Decree  No.  230/DISBUN-D/2012 dated 7 May 2012 on PT CNG Oil Palm IUP-B of 3,312 hectares
8091;;;2029;;
8096;;;2030;;
8097;;;2037;;
8098;;;2029;;
8100;;2009;;;location  permits  (izin  lokasi) in 2009
8103;231/ DISBUN-D/2012;2012-05-07;;;PT  ALM  obtained  an  environmental  feasibility  permit  from  Bapedalda  of  West  Kalimantan  under  the  Decision Number: 1064 of 2007 on 27 December 2007. The Plantation Business Permit (IUP)is based on the Decision Letter of the District Head  of KetapangNumber  231/ DISBUN-D/2012  dated 7 May 2012 for  a total  area  of  17,890 ha.
8106;525/12/DISPERHUT/BUN/A;2006-12-08;;;The total area of PT. Kartika prima Citra accounted for 19,200 ha according to Head of Regency Decree No. 525/13/DISPERHUT/BUN/A dated on December 8, 2006
8112;No. 008/PIPKPH/DL8/JKTO/III/12;2012-03-12;;;"PT PIP is still in the process of obtaining a Land Title (HGU) with the submission of land parcel measurements and mapping to the National Land Bureau - West Kalimantan regional office (Submission letter No. 008/PIPKPH/DL8/JKTO/III/12 dated 12 March 2012). The total area to be measured for cadastral survey and mapping is
16,616.83 ha.
A environmental impact assessment (EIA) was conducted by accredited consultant CV Integraha Citra Persada and approved by Kapuas Hulu Regent Decree No. 289 / 2006 dated 22 December 2006, covering a total area of 20,000 ha."
8114;;;2031;;
